Content,Role,Predicted Label
"Okay. So, after fifth grade, you spent two more years in Burundi with your father and your sister, and then you came here?",Interviewer,-
"It was a little bit more complicated than that. When Dad arrived [in Burundi], he stayed with my two aunts who had younger children, and he was in the process of getting us to Canada to join Mom. But it was complicated—I don’t know if it was because of the documents or something else. The situation was safe in Burundi, but not in Rwanda, however, in Burundi too, the times were hard, especially for Rwandan immigrants. We weren’t accepted in Burundi either, especially at school. And Dad…he had applied to come to Canada, and he was offered to go to Kenya to speed up the process. So, we separated from our two aunts, but one of the aunts came with us. We went to Kenya, and we were there for about a year and a half with Dad, me, my little sister, my aunt and her little boy. We spent some time in Kenya, a year and a half, with our suitcases ready because we could leave for Canada at any moment. It really was a peculiar time. After three months, Dad said, “Well, listen, we’re not going to stay here and do nothing, you’re going to school.” So, for a year, we went to school in Kenya. I remember that school year: a new language, new friends, new food, and so on. It was a bit difficult, but when you’re a child, I think you adapt quickly.",Interviewee,Tension
Would you say that this was a difficult period for you? Or was it more like a time when you couldn’t really settle because you could leave the country at any moment…in addition to being separated from part of your family and having to adapt to a new country?,Interviewer,-
"I think I’m realizing now, in hindsight, that it was difficult. When you’re in the moment…it’s very particular, you know, I don’t know how I can explain that, in the sense that…in Burundi, we had a maid who did a little bit of everything, who helped us get everything organized. But sometimes my grandmother would give her a break so that we could do our own beds, do the house chores ourselves, and so on. We were very spoiled in Burundi, so we were…but sometimes we did…in Kenya, we didn’t have a maid, which meant that we had to do everything ourselves. My dad and my aunt were busy trying to get the necessary documents, fill them in, do the interviews, and all that stuff. So, I found myself again being the big sister, but this time, we had to do everything: we cooked, we washed our clothes, we walked to school. It was [dynamic?] but…it was more difficult in Kenya than in Burundi, but, again, this situation taught us a lesson. I still remember when I was in Kenya, my little sister had—it was 1993, or around that time—we were going to school and we were preparing to come to Canada, and I remember that everyone in school had their hair shaved, even the girls, even the teachers—they had short hair, very, very short hair. And Dad asked if we could keep our braids, since we would eventually be coming to Canada, to avoid a potential shock for us. In Burundi we braided our hair, but not in Kenya, because the school we were going to was a private and more strict school, and everyone had their heads shaved, except us. So, we became the laughing stock of our friends: “Ah, immigrants,” and so on. We made small braids—so small, lying so flat on our heads that it looked like we didn’t have any hair, but we had small flat braids. All the same, we had little pigtails [laughter] and the kids from our class were pulling our pigtails, things like that. I also remember how lazy my sister was—she was also very young—but so lazy. We had to leave early to go to school, so sometimes I would wake up, I would wash her face and put her on my back and be on my to school. I didn’t want to be late because they hit us at that school, they would hit us if we arrived late, things like that. So, I would tell her, “No, no, I’m not going to get the cane today.” I would rather carry her on my back. We would run towards the school, on our way, and after we arrived, I would place her in her classroom and then I would go to my class. It was…in hindsight this makes me laugh, because it’s funny to imagine that scene. This lasted for a year and a half, but it was intense, it was special. I remember other little things from Kenya as well, our friends. All these things from childhood that I am telling you about happened as much in the community as in the church. So, something was giving us faith and the confidence to tell each other that it would all end soon, that we would join Mom, that it will all be okay. We had faith, we had that confidence.",Interviewee,Tension
Was your father also a pastor in Rwanda?,Interviewer,-
"Yes, yes.",Interviewee,No Tension
"And when you went to Kenya, was he able to continue being a pastor?",Interviewer,-
"He wasn’t a pastor in Kenya, but he was very active in the church, he was like a…how can I say…an officer of the church, he was called “an officer of the church.” He was involved in many activities, in prayers, in the…he was in charge of prayer meetings, things like that. This meant that we were still involved in the church, we grew up in the church, with the choir and with the activities related to the choir. I remember that sometimes the choir held rehearsals at our house. It was so beautiful. They sang in a language I didn’t understand—their mother tongue, spoken in Kenya. I can still hear in my mind small bits of the songs—I can sing them, but I don’t know what they mean in Kikuyu. I think it was the church, really, that allowed us at that time to have the faith that we would soon reunite with Mom, and all that.",Interviewee,No Tension
Was it your father who sang in the choir or was it you?,Interviewer,-
"My father was in the choir, but since we were always around when they came over to our house, we ended up joining the choir too. [laughter] We didn’t know how [it happened], we only knew a few songs, and they said, “Do you want to do a solo?” Our voices were young voices, and sometimes we sang small solos in the church. Slowly, I was beginning to love singing. This didn’t last for long and I can’t say that we were part of the choir, but we had a place in the choir. We performed maybe three times a year, but we always practiced with them.",Interviewee,Tension
"So, with a father who was a pastor, I understand that religion had a big place in your life. How would you say it has influenced your life and yourself as the person you have become?",Interviewer,-
"Religion has had a very…it has influenced me positively. Well, I am religious, I grew up in the Adventist church, I’m a Seventh-Day Adventist, we pray on Saturdays. We follow [the rules] a little bit like the Jewish people, if I can say it that way: we are supposed to observe Sabbath from sunset on Friday night to sunset on Saturday night, so it really is a day of complete rest. We don’t watch TV, no cleaning—we would read, make jokes. The choir came over on those days, so we would sing, we would praise the Lord, and all that. Dad never forced us to go to church—it came naturally to me, it was like a feeling of national belonging. How can I say that? It is innate. I can’t say that I became Christian, I was born in it, and I identify as Christian. It [teaches you] important values, personally I am guided by these values: respect, patience, love, helping others, service, and all that. These are things that motivate me as a person, they are things that I have seen, that I have lived with and that, I think, allow me to be who I am, in a certain sense. Besides, I think that if we didn’t have religion, it would have been very difficult for us, the children, to understand why we weren’t with our mom, to understand why…there are many small acts of injustice when you’re a child; there is also favoritism when you’re younger…and sometimes my aunt was too busy to give us a hug. You know, as a child, you experience small frustrations like that. I think that going through that period in our lives helped us a lot. We weren’t little girls who prayed every night saying “Oh, thank you, Lord!” Our faith was a bit…we believed in God, we knew that everything was fine. Even if something was hurting us, we would say that it was going to be okay: “I think it’ll be okay.” That’s how we would encourage each other, but it wasn’t forced, it wasn’t something that we were forcing ourselves to do. And the other special thing was that our two aunts who lived with us in Burundi were Catholic, and they took us to church on Sundays. Then on Dad’s side, who was an Adventist, we went to church on Saturdays. So, we spent our weekends in church. We could compare the two and have an open mind about other religions too. I remember, the second time I went to the Catholic church, I saw that every Sunday they received the Host. I thought, “But for us, it’s once every three months—you can’t waste the body of Christ!” At the same time, I was asking questions, trying to understand. And at one point she said to me, “But if you want, you can take one too.” I did and I said, “But your Host doesn’t taste like anything!”—as children, we liked to compare things like that. This allowed me to grow up with religion despite the fact that we were going through a difficult time. And now, when I look back at that time, I think that’s one of the things that helped us stay strong.",Interviewee,Tension
"If we go back to your journey—we were at the point where you are in Kenya, you are going to school—so what happened next?",Interviewer,-
After I finished school in Kenya or…?,Interviewee,No Tension
"Yes. So, you spent a year and a half in Kenya. Then you left Kenya and where did you go?",Interviewer,-
"We left Kenya to come here because it was, indeed…the process was faster. Dad started the process in Rwanda, then continued in Burundi for a year and then in Kenya for another year. The wheels really got in motion in Kenya and we were able to—if I can describe it this way—travel across Africa in order to arrive in North America. We arrived in 1995, in March 1995, I remember very well. It was so cold! But our time in Kenya passed by very fast because the adults were working and us, the children, we would come home late and we played on the weekends, after Mass, after we’ve been to church, and all that. In Kenya we only went to the Adventist church because our aunts and grandmother weren’t with us there. I learned Swahili in Kenya and English, among others, I learned it there.",Interviewee,Tension
"So, just to clarify, your mother and your other brothers and sisters left Rwanda before 1994?",Interviewer,-
Yes.,Interviewee,No Tension
And your father was in Burundi in 1994?,Interviewer,-
Yes. He was in Burundi in 1994.,Interviewee,No Tension
"Okay, so he wasn’t in Rwanda?",Interviewer,-
"He wasn’t in Rwanda, but we arrived in Kenya in mid-1993.",Interviewee,No Tension
"So, you were in Kenya.",Interviewer,-
We were in Kenya.,Interviewee,No Tension
"And so, if we turn now to your arrival in Canada, what were your impressions when, as you say, you travelled from Africa to North America, how did that…what was that experience like for you?",Interviewer,-
"When we were in Africa and people spoke to us about Canada, it sounded so beautiful, and everything. My mother was telling me, “Oh, the milk is free [here].” My little brothers and sisters…my big brother and my big sister were saying, “Oh, you open up one tap and you get milk, you open up another and you get water. There are soldiers everywhere!” So, it sounded a bit like an unreal place. And they kept dazzling us so much that we thought it was heaven. But I think my big brother was doing that on purpose, to make us want to get here faster. My big brother has always been a bit of a comedian, he has always had a sense of humour, really, since he was young, he’d say things that were pretty out there, thank you very much. But when we arrived in Canada in 1995, Dad had dressed us all up like pretty dolls—with little ponytails, little dresses, little sandals. We arrived at the airport—fortunately, there was a shuttle bus to pick us up because the plane landed super far. In the shuttle, I saw people putting on coats and everything, scarves. And then there was us in the shuttle, freezing, you know! And the shuttle drove for ten minutes from where the plane had landed to the airport, to where we were going to get off the shuttle. Once again, luckily, it was like a tunnel—you couldn’t see outside, you couldn’t really feel the cold, but you could sense that it was chilly. From the shuttle, we went inside the building. Mom was upstairs, she could see us, and she said, “Oh God, you’re going to freeze to death.” She had brought plenty of coats with her, and I was like…and so we arrived, many people were there to greet us, friends of my mom’s, and they had brought apples, pears—all Canadian fruits, it was okay. We tasted the fruits, Mom gave us the coats, but we were saying, “No, no, no” because we were so excited, so…we didn’t even know anymore what emotions we were feeling. We hadn’t seen Mom in three years, she had become quite hefty, she had put on weight—she was thin before—her hair was now long. I thought, “That’s not my mother.” [laughter] So, we were more focused on our reunion than on the coats. Then we got out of the airport and I felt a little bit of wind and I was, like, “What is this? What kind of a country is this? Are we in a fridge? I knew it was cold, but what happened in just a short time?” It really hits you directly in the bones, especially when you come from a sunny place, you really feel it in your bones. I remember my mother doing everything possible to cover us up, to protect us from the cold, and my dad was like, “Oh, darling…” We felt like we were in another world, with everyone around us trying to cover us up, and we were like…but, believe me, five minutes later we were shivering and if we hadn’t been careful, we would have ended up in the hospital, it was very cold. There was no snow, I think the temperature was six degrees, but it was intense. It was an intense welcome. Afterwards, we slowly integrated.",Interviewee,Tension
"What was it like to be with your family again? I understand your emotions at the airport, but what about in the days that followed—first, being with your family, but also discovering of a new country?",Interviewer,-
"It was…three little dots. My mother had come here in 1995 with my big brother, my big sister, my little brother and my little sister—so, when she left Rwanda she was pregnant with my little brother David, who was born here. She arrived in February, and my little brother was born in May—so, when she arrived her pregnancy was fairly advanced. When we got here, our little brother was 3 years old—and we hadn’t seen him. When we came here, we were really spoiling our little brother, I remember, he was very small, all plump. We didn’t let go of him. It was as though we wanted to catch up on the time we had missed with this newborn. We didn’t let go of him. He was 3 years old, but for us he was still a baby. We would wrest him from each other’s arms, [wanting to hold him,] each in our turn. And at the same time my big brother absolutely wanted to show us the whole city in one day. We were exhausted. My sister was explaining to us every little detail of the house: “This is a toothbrush”—that much we knew. But it was like…they were so happy to see us again that they wanted to integrate us [into their lives] right away, in one day. We felt exhausted, overwhelmed—with the big house, with this, with that. We were like [makes a face showing she’s impressed]—we were wowed by everything they showed us; we were “wow”-ing for two days. Sometimes, you can’t find the words to describe certain things because you are just listening. You are just being guided here or there by others—and you just follow and observe; you follow the direction people point you to. We spent two months with Dad at home because the others were working or going to school, and everything; even longer than two months, in fact, because we arrived in March and we started school in May. We started school in May, in a French-language reception class, because we had forgotten our French. We spoke English and Swahili, and a little bit of our mother tongue. My little sister Anne-Lise and I were placed in a French-language reception class, in the same class. I have a special relationship with my little sister because we’ve almost always been together in the same class—and we were again together in the reception class, with the same teacher. We learned French, it took seven months before our French speaking skills started coming back. After that, it was the daily grind, I started…I started sixth grade, she started fifth. We’ve always been in the same schools, we’ve had more or less the same teachers, because we have almost always been placed in the same year. I was a year before her, but our teachers were the same and sometimes we almost had the same subjects. So, we would help each other…",Interviewee,No Tension
"So, after you arrived in Canada, you were living in Montreal?",Interviewer,-
Yes.,Interviewee,No Tension
Because that’s where your family was living at the time?,Interviewer,-
Yes.,Interviewee,No Tension
"And you’ve been in Montreal since then, or did you at some point…",Interviewer,-
"We’ve been in Montreal since then. We lived in St-Léonard before, we settled in St- Léonard when we arrived. About six years ago, we moved. From 1995 to 2000, I believe, we were in St-Léonard; we lived in the same house after our arrival. And after 2000 we moved to another city, well, another Montreal neighbourhood, I should say, Parc-Extension. We get older, we grow up, we go our own ways—life goes by very fast. But we have always lived in Montreal.",Interviewee,Tension
"So, if I understand correctly, when you arrived in Montreal, after a few months of adaptation, you started your studies. Can we say that your main occupation after you arrived here was studying? Can you tell us a little bit about that?",Interviewer,-
"Yes, of course. I was young and studying was my main occupation: first in reception classes, then in high school. I remember that when I was younger, I wanted to work because I had a friend who was working, and he got me a job at his workplace. My mother didn’t quite agree with that, she said, “Going to school—that’s what you are cut out for, you’re not yet old enough to work.” But for me it was just fun to be like my friend. I started working when I was 17 years old—no, 16, I was in Grade 11. No, I was in Grade 10. I was thinking to myself…I was getting ready for my prom, my graduation ball and that was one of my motivations for working—I worked for my prom, I imagined it as such a big deal. So, I started working at 16. You can integrate very fast in Montreal, you know, especially when there already are people there who can help you—you can integrate very, very quickly.",Interviewee,No Tension
"I understand that it was easier for you, especially since you were young—but did your parents find it as easy? You said before that your mother’s brother was already living in Montreal, so I guess that’s why your parents chose to come to Montreal? Do you find that the process of integration has been easy for your parents too?",Interviewer,-
"I think that it wasn’t as easy for them as it was for us, the children, because as children, we, like, grow up in society—you really do, you feel all the social [inaudible] and you adapt. For the parents it’s a different world. They come here, they already have, like, a career, they haven’t experienced all the difficulties of going to school here, and they’re looking for work, and so on. It was a bit difficult for my father. Why? Because, in Africa, since he was a pastor, he was used to visiting people. It’s different here, in Montreal, it’s a different dynamic—you can’t really visit someone without calling first, things like that. So, he had to accept that. At church we met mostly Haitians and we didn’t understand what they were saying—half of the Adventists here in Montreal are Haitians. We went to church and people would sometimes speak Creole there, while, before, we used to sing in our language and read the Bible in our language. That was a challenge for my father. He would say, “We’ve come here, but surely there must be other Rwandans here as well. We can open a Rwandan church and let them rent and worship, and all that. Because here, in this church, we don’t understand anything.” It was in French, but Creole is close to the French language. So, slowly, we started to understand Creole, to speak Creole. We started to eat Creole food and to dance to Creole music. And, following his idea, my father opened a church that was originally for Rwandans, but so many of his Haitian friends came to help us that the church became francophone, and now it’s a francophone church. Before we could do even a month of service in Kinyarwanda, other visitors started coming and we opened the church to everybody. On the professional side, it was more difficult for Dad because he had good qualifications in Rwanda, he worked with the biggest companies, he worked in the largest banks, the largest churches in Rwanda. Here, he had to go back to school, to learn French…he spoke a little bit of French, but, I mean, not enough to express himself with ease. So, professionally, it was a bit more difficult for him. He signed up for courses, he wanted to stay in the same field or work, then he wanted to start his own business. Him and Mom opened a daycare. They kept it going for a few years, but it was such exhausting work, it was so big that I think they stopped a few years later, maybe four years later, but that also…it was part of our youth, our childhood here. During our school years, they had that daycare, but it wasn’t [was?] at home, so we were always surrounded by children. We love having children at home—that changes the dynamic. After that, they stopped. Dad got a job in construction. They integrated—I can say that they’ve managed to integrate a little bit in their fields of work, but it wasn’t an easy thing to do. It wasn’t easy. They started from scratch, like everyone who comes here in Canada.",Interviewee,Tension
"So, it was easier for you because you were young, but would you say that everything was going well for you? Was there a time that was maybe more difficult for you? Keeping in mind that this was a new country and that the other children had also come from different cultures… At some point did you find it difficult?",Interviewer,-
"For sure. Of course, there are times when you wonder what you are doing here. There are times when…especially with the other kids—kids can be very mean to each other. Especially in the reception classes—when we arrived, we spoke English, we spoke very, very little French. Our friends would talk to us and we didn’t understand anything, they were, maybe, at a more advanced level than us. There was a little Spanish boy who always called me “Chocolate” [says it with a Spanish pronunciation]. I asked his friends, “Why do you always call me chocolate?” You know, little expressions of racism like that, when you’re young. But these things never affected me, because when he called me “chocolate,” I knew it was in Spanish and I asked someone else how I could answer in Spanish. And they told me: “leche,” it means milk. He called me “chocolate,” I called him “milk.” Every time he called me “chocolate,” I would call him “leche.” But it wasn’t meant to be mean. I wanted to say to him, “I also understand your language, I can express myself too!” Little things like that. Again, maybe what we have been through had made me stronger, in the sense of not letting others crush me. Also, and importantly, my parents were looking down on others, not in an aggressive fashion, it was more in line of “I have to protect myself” or “I can’t let other people hurt me.” On the inside, you become like a little adult. I could see that the boy didn’t understand who I was and I didn’t want to insult him because religion says that’s a mean thing to do, that it’s not nice, and everything. But on the other hand, I thought to myself, “As long as he doesn’t hit me, I don’t have a problem with it.” But we had some difficult moments like that with…when you’re young, other kids can be mean—we say words, big words, that can hurt other children, but that’s normal, I think. When we arrived here, nothing really traumatized me, except the cold weather. But now winter is my best friend, I love it! Yes, yes, yes. I love winter. I wouldn’t say it’s my favourite season, but from the two seasons, I prefer winter.",Interviewee,No Tension
"Okay. So, apart from the people you met in your classes, and apart from your brothers and sisters, did you have other acquaintances, other Rwandans your age, maybe, whom you saw after school or on the week-ends and with whom it was easier to connect since you shared the same culture, more or less? Were there other people who helped you adapt?",Interviewer,-
"Yes, my older sister Jeannette was part of a Rwandan dance group and my big brother Richard was on a soccer team, and we would go and cheer for them. We met other Rwandans, we grew up around other Rwandans, but Rwandan culture wasn’t the culture of my little sister and myself, since we grew up in Burundi and Kenya. So, I didn’t want to integrate too much with the other Rwandans, I don’t know why. I never understood why, but I just wanted to watch what they were doing, help them, encourage them, but I didn’t want to get into it. I hated Rwandan dancing—personally, I hated dancing. I thought it was beautiful, so wonderful, but I didn’t feel comfortable doing that dance. We accompanied my sister to dance practice and we saw some of our friends there and other young people, and everything. My big brother played soccer—they had many fans, and all that. So, we were part of the life of the community. As for me, I joined the community later on, it was around the year 2000 that I joined that community and became involved in the community, after witnessing a scene that moved me deeply, it was very touching, and I was like, “Wow, we have a beautiful culture! Oh, it’s beautiful!” After that I wanted to do some good, I wanted to help in the advancement of the culture, and I made an effort to integrate. I can say that, since the year 2000, I have more or less integrated in my community here in Montreal.",Interviewee,Tension
"So, you made some Rwandan friends and now do you have a big circle of Rwandan friends?",Interviewer,-
"Yes, it’s not a problem. It always feels good to socialize in our language, to make jokes, inside jokes, things like that, and, especially, to talk about culture and to discover things, because as I said, we didn’t grow up in Rwanda, and we lacked understanding of certain expressions—sopecya, if I may say that—to understand certain expressions, certain time periods and anecdotes [when told] by those who had grown up in Rwanda. We were missing that. We were in Burundi and of course there are other realities in Burundi that they aren’t familiar with, but there are also Rwandans here who grew up in Burundi and with whom we could share stories. And I think that has expanded the horizons of the community, of the culture—to fill, precisely, a small void, maybe, that we were missing—well, I speak from my own perspective—the things I’ve missed out on because I didn’t grow up in Rwanda.",Interviewee,Tension
"That’s right, speaking of the fact that you didn’t grow up in Rwanda, so the community here opened a void that you felt within yourself. Since you’ve come here, have you been back to Rwanda?",Interviewer,-
"Yes, I went back in 2007, and it was a trip that I was preparing for, like, three years. I had…as I said in the beginning of the interview, two of my dad’s aunts were also in Burundi. One of them, in particular, was like a mother to me. She really was a wise woman. She always had a lesson to teach me, no matter how much time I spent with her. She was like a mentor to me, like a godmother. I don’t know how else to describe it. She would often say to me, “You see, sharing is important. When you see a person who doesn’t have shoes and you have a pair that you’re not using, you can give those shoes to the person.” She taught me things like that, you know. And being away from her, away from this nourishment on the values ​​of life—I was missing her a lot. And I was thinking, “I have to go back to Rwanda, whatever the cost, and see her.” It’s like, you know, that one sweet grandmother who spoils you. There are severe grandmothers…severe grandparents or sweet grandparents, or whatever. But there’s always one that you particularly miss, and you miss especially the life lessons she’s taught you, or whatever it is. It is because of her that I matured as a person at a young age—precisely because of the life lessons she gave me. I wasn’t interested in insignificant things like “Oh, my dress is the most beautiful,” or things like that. No, it was more like, “Oh, I have a dress that doesn’t fit me anymore—would you like to have it?” And I would give it to a friend. And sometimes my aunt would tell me, “But that’s your dress! Don’t give your things to others!” But for me, it was like, “I don’t need it, I don’t wear it anymore, I don’t like it anymore or it’s too small for me now”—or whatever it was—and stuff like that. She passed on these values to me. So, when I went to Rwanda in 2007, I had been planning my trip for three years. She died in 2006. Despite that, I wanted to go to Rwanda to pay her my respects. It was a very moving moment, especially since she had raised my father and had paid for his studies. She too was like a man. She had married, but never had children, so the children of others were like her own. Even the children in the neighbourhood were like her own children. She was very generous, she was very close to people, especially the poor. She really was a…anyway. So, when I was in Rwanda…of course, Rwanda had changed a lot. I remembered some places, like the road we would take to go to school when I was in first grade, [inaudible] the small forest—actually, it wasn’t really a small forest, it was more like…there were plenty of trees there and on their way to school, the children would pass through it. We also walked though there—my memories were coming back. Streets, street corners, roundabouts. Stores that were still in business, operating since I had left, around 1990, and in 2007 there were still small places like that remaining, and I rediscovered them. Food smells that all of a sudden…the place awakened so many things in me. I loved the experience of going back, but I didn’t have a chance to say goodbye to my grandmother at her grave, because it was too far and the opportunity didn’t present itself, but I will go back again and visit her grave...",Interviewee,No Tension
"So, you’re planning to go back. Have you considered going back for good? Do you think about that sometimes?",Interviewer,-
"I think about it a lot. I think about it a lot. But does thinking about it mean actually doing it? No. Not necessarily. But if I could, I would go there every two years, spend at least a month or two months minimum. If I could, I would spend the whole summer there. If I could, I would spend six months there. If I could, I would spend a year there. There is something about Rwanda that draws me towards it, but I tell myself that in life you never know. I still think there might be, eventually, a possibility that I could work there for an indefinite period of time, that I could be of help there somehow, contribute in some way. I think about that a lot.",Interviewee,Tension
"Do you think that maybe the reason why you want to stay here is that your family is here? Do you think that, had some of your relatives remained in Rwanda, you would have already left, or that you would have had more concrete ideas about returning to Rwanda?",Interviewer,-
