Content,Role,Predicted Label
"I have very good memories of my parents. First of all, my mother was a brilliant, intelligent woman who regretted not having studied because she could have been very successful at it. I remember, when I started living with my parents when I was 14–15 years old, my mother would wake up every morning, she would take her Bible and would read a passage from the Bible to me. Often she read the same passages. Later, when I got older, I wondered if my mother knew these passages by heart [smiles]. It was before she lost her sight—because later she lost her sight. Of course, she was glad to show me that she could read. She was very proud of that, especially because she lived in a region where everyone was illiterate. My father was illiterate, my father never went to school, he couldn’t read and when my mother read the Bible, my father would sit next to her quietly, listening. It was a moment of meditation, which started very early in the morning. Other memories—I’m the eldest child in the family. So I told you that I was raised at my grandmother's house. From what my mother has told me, I know she had a very tense relationship, a very conflictual relationship with her mother-in-law, my father's mother, and with her sisters-in-law, her brothers-in-law, and she was afraid that they would poison me, or put a curse on me. Because of the conflicts, she didn’t trust them. So she decided, in agreement with my father, to send me to live with my maternal grandmother. After that, more children came—two brothers and two sisters. They all died very young, which reinforced my mother's belief that they were poisoned by her in-laws. My mother believed this, and my father believed it too. So living at my grandparents’ was like being in a safe place. Keeping me safe, away from the enemies. It’s terrible when the enemies are close family members and not strangers. And, as we will see later when we talk about the genocide, sometimes the people closest to you can be the most dangerous. And so the fact that up to the age of 14–15 I was like an only child—because my siblings who followed me at my grandparents’ all died—my father and mother described themselves as incike, parents who have lost all their children. So much so that since I had been living with my grandmother’s from a very young age, my grandparents and my uncles and aunts on my father's side had completely forgotten me. They knew that my parents had children, that all the children had died, and the oldest child who had moved away when he was only a few months old—they had completely forgotten my existence. So to them I didn’t exist because I didn’t set foot in my parents' home until I was 13–14 years old and when I was...—because I always wanted to go there, I said I wanted to see where my parents lived, but my mother didn’t want me to, my grandmother didn’t want me to either. So when I went there for the first time, people were asking my mother, “But who is this child? He looks a lot like you.” My mother would say, “That’s my little brother,” and people believed that. They thought that I actually was my mother’s little brother. My mother still felt deep attachment. I understood later, especially as I was studying psychology, the extent of her emotional investment in me, as I was considered an only child without actually being one. To my mother, I was a precious child. Nothing could happen to me, so in a sense, I was overprotected. Often the...—people say, “I don’t get along well with my parents.” That’s not my case. I was coddled, excessively loved by my parents because I had this special status. As for my father, I would say that I had a very good relationship with my father. He respected me a lot, loved me very much, probably again for this reason—when you have an only child in a country where having many children is considered good fortune, that child becomes precious. It's not the same as when you have five, six children, ten children. I was surrounded by neighbours where the families had dozens of children, while in my case, it was only me. So this has special meaning for the child and for the parents. I remember that often when my father wanted to talk to me, to give me advice—like many young people I would go out to play and would come back very late and I didn’t see the sunset, for example at 5:30-5:45 in the evening, I could still see the sun, the weather was good, I continued to play, but I was five, six kilometers away from the house and at 6 o'clock the sun would go down, 15 minutes later, it was total darkness. I would come home around 7 o'clock and my parents would be furious, they were afraid, and my father would say: “My friend, I want to tell you something.” When my father wanted to talk to me, he would always say “my friend.” And I would think to myself, “My god, I see the other dads being rude to their children, they scold them, they insult them, they hit them, while I have all this attention.” I was really ... it’s not that I felt coddled, but I was puzzled by this. The other children were telling me how tough their parents were with them, the ... [inaudible] they hit them, while I was thinking, “Why aren’t my parents hitting me? Why isn’t my father tough with me?” So I wondered about that. My dad was really ... I had a very special relationship with him. And for many other reasons, I respected him a lot. He passed on to me many important values.",Interviewee,No Tension
"These are very good memories of your parents. What I retain in particular from what you’re saying is that your mother was a brilliant woman and [inaudible] and that your dad was someone who listened, who knew how to listen well and who called you “my friend,” who treated you as a friend rather than a son. I imagine that this relationship gave you something very important in your life—education, training—that it was something very positive?",Interviewer,-
Absolutely.,Interviewee,No Tension
"Tell me about your school. How did it go, starting primary school?",Interviewer,-
"It went really well. Primary school, high school ... I liked going to school, I was learning quite easily, it never required too much effort and I really liked school. The only bad memories I have from school are the holidays and vacations. I didn’t like holidays, I didn’t like vacations. I wanted to stay at school all the time. Maybe it was because during the holidays I had to do work around the house and in the field, and I didn’t like that. I liked studying. And my mother understood that very quickly. She realized that they shouldn’t expect much from me when it comes to skills for labour, like what the other children were doing—working in the fields, building the house, things like that. While my father pushed me to be a little bit more resourceful like the others, my mother said, “Leave my child alone.” So, often, when I went herding the cows, I would bring books with me. I would read—I loved reading when I was young. I started reading fairly early. Of course the other children, the other shepherds who saw me herding the cows and reading—sometimes the cows wandered off to other people’s properties, other people’s harvests because I was so absorbed by what I was reading. So the neighbours weren’t happy. But I was a weird kid. My father was a bit puzzled by this, but my mother’s attitude was like, “He’s an intellectual, let’s leave him alone.” But I liked school a lot, same thing for high school. I went to the Groupe Scolaire secondary school in Butare, which at the time was one of the best, if not the best, school in the country. I succeeded brilliantly. I was never the best student in the class. Far from it, I never had the ambition to be the best student. I just loved school. The teachers were teaching, I was learning, and time went on. I never did homework. I absorbed the material and I did the exams, I passed them without a problem. But my ambition has never been to be the top of my class. Not at all.",Interviewee,Tension
"A smart, brilliant boy like you at this [?], I imagine that you established relationships with other people. Can you describe a little bit your relationship with the faculty, the teachers? Because we are often curious about the relationship between a brilliant students and their teachers.",Interviewer,-
"I did indeed have very good relationship with my teachers. Especially in high school. I don’t remember much about elementary school where classes were large and the kids were almost at the same level. But in high school, I noticed that the Brothers liked me very much, they loved me very much, which made many of my classmates jealous—they thought I was the Brothers’ favourite. But it’s true that the Brothers liked me very much, I had a special relationship with them.",Interviewee,No Tension
And after high school?,Interviewer,-
"After high school ... A little anecdote here: I'm a psychologist and this vocation manifested itself for me quite early and by chance. There was a Dominican-Canadian Brother who taught at the National University of Rwanda and he came to give a lecture in my class ... I think I was in my second or third year of high school. His lecture was on personality typologies, personality types. I was fascinated by his lecture and I said to myself, “One day I will study psychology.” Another anecdote: a few years earlier, maybe five-six years earlier, I was in second or third grade and our teacher had a younger brother who was studying in Leuven and his younger brother came to visit us in the classroom. I don’t remember what he told us, but I do remember him saying that he was studying in Leuven. I was probably 9 or 10 years old at the time. And I was looking at him—he was handsome, he was wearing a nice hat, he was well-dressed and in my fantasies of a young child I thought, “I too would like to go study in Leuven one day.” And when I finished high school, I went to study in Leuven. It's really  a combination of circumstances that an old dream finally came true. At the time you could get a scholarship to study abroad if you had good grades, but, obviously, many students had good grades. I was one of them. I had good grades, and when the time came to award scholarships, I didn’t get one. I was sad because people who had worse academic record than mine were able to go; I was desperate. One of my cousins was married to the minister of education at the time. I went to see her, I begged, I said, “Could you ask your husband if I could have even a small chance to get a grant to go abroad?” She told her husband about it, and at the time the Rwandan government offered grants to some students. In any case, that year, Rwanda had sent a lot of students to Belgium, about 30 students, I think. They put me on the list. Many of the students came from the Gitarama region, that’s where the former president was from. The majority of students came from that area—and that minister, by the way, was from the same area. But because I was lucky enough to know the minister’s wife, I was one of the few students from another prefecture, Gikongoro, who left for Belgium. So it happened really by chance and a combination of circumstances, as it often happens in life.",Interviewee,Tension
"You were lucky, then. Did you leave right after high school or did you first start university and then left?",Interviewer,-
"No, I left right after high school.",Interviewee,No Tension
You were very young when you left.,Interviewer,-
Yes.,Interviewee,No Tension
"Tell us a little bit about your friends when you were in high school and what was happening at that time. So you were at school and during the holidays, as you were saying, you went back home. Did you have to work to be able to afford food? Or were you helping your parents? What was happening at that time?",Interviewer,-
"In high school, the tuition fees, called minerval—I would say they were relatively expensive for poor families because many young people didn’t have enough money to pay the minerval and they ended up not going to school, they dropped out because of that. So when I successfully completed elementary school, or rather, when I passed the exam to get into high school—I remember at the time one percent of students could go to high school. So I was among that one percent who could go to high school. My father ...—I can explain this later—my father wasn’t at home. He had gone to Uganda as a seasonal worker. In fact, what I realized afterwards was that when my father and my mother had a fight—she was strong-headed, she was very intelligent, she was domineering, she came from a very rich family, she was used to comfort, she had a great deal of self-esteem, so she was really domineering. My father, on the other hand, came from a modest family and he was very peaceful, he didn’t like drama, conflicts, so when my mother was fighting with him, he absolutely didn’t want to argue. He would leave. He would say that he was going to work to make some money—because at the time a lot of people went to Uganda—but he wasn’t really working, he would just travel around. He would make some money and then he would go travelling and when he returned home, he would tell me about his trips. He had travelled all of East Africa, up to Zanzibar in Tanzania. He travelled by train, he travelled by boat and every time he came back, he would say that the Rwandans think that they are intelligent, they think, they think that they know how things work, but that they know absolutely nothing. He looked at the Rwandans with disdain because he thought that they were self-absorbed and haven’t travelled at all. He would say, “I’ve travelled, I’ve seen many places, many, I’ve seen many countries.” He really had an open mind. So I think I got that from him. The curiosity, the travels, and also, the propensity for spending [smiles]. He’s someone who can’t save. When he had a little bit of money, he would leave, he would travel. So when I was accepted to high school, my father wasn’t there, he was away on his trips again and my mother asked her cousins for help. She came from a bourgeois family. Her cousins ​​were middle class, merchants. Her older brothers had large properties. It’s a really prosperous family. I remember, at my grandmother's when I was young, there were so many cows that there were cows in the back yard, mu gikari, and mu rugo, in the front yard. And I remember when we were milking the cows, we filled jugs and jugs of milk and poor people often came by the house to ask for milk. It was the distribution of milk. We gave a portion of the land to people who were poor and hungry so they could have sweet potatoes, cassava. So a middle class family like that. My mother had grown up in this milieu, which was bourgeois and authoritarian as well, because I would say that she was quite authoritarian herself. So, I succeeded in school, and she thought, “I will ask my brothers, my cousins, they will help me so that my child can continue studying.” But they all refused because I was in the same school as their own children and I was the only one who had succeeded. So the children of her brothers and her cousins ​​who studied with me, none of them had succeeded to go to secondary school, while I, the foreign child—that’s my interpretation, which I made up later on—that I came from elsewhere. The child who came from elsewhere, had succeeded. So they thought, “Her husband is not there, they’re poor and if we don’t help them, this child won’t go to school.” So they sent my mother away empty-handed, and she only had three months—because we learned that I was going to high school maybe ... it was around July ... end of June, beginning of July, and I had to start in September—so she didn’t have much time to get the minerval together and buy me a school uniform and other things. So she said to me—well, obviously on her husband’s side, her husband’s family, there was no way, there was no one there she could ask for help. So she was all alone, with almost nothing. She didn’t expect that ... and she also didn’t know what it cost to send a child to high school. So she told me, “We're going to the market.” We went to the market every Wednesday and Saturday, the local markets, and we would sell produce: sweet potatoes, cassava, beans. One week before school started I had finally raised the minerval but it was not enough, not even to buy a suitcase. I remember I took an old suitcase that my father had brought back from Uganda, the only valuable thing [smiles] that I could use. So I took my father's suitcase and I went to school, and when I got back for the Easter holidays ... —pardon me, for Christmas—my father was home. So maybe sometime in October my mother had sent someone—because there were travellers, seasonal workers who went regularly to Uganda—and I think she had sent a message for my father through someone, saying, “If you ever find out where my husband is, tell him to come back home because I need him.” So when I came back for the Christmas break, my father had come home and my mother said that she had scolded him. She had told him, “From now on, you will stay here. We have a child who has succeeded in his studies, it is absolutely necessary that you help me work to pay for his studies.” So my father stayed, obedient [laughs], and they worked hard. When I went back for    Easter break or for the summer vacation, I always went with my parents to the markets, carrying goods on my head, to get some money to pay for my studies. I remember those years well. And I’m glad to be able to say, “Yes, I worked a little bit to pay for my studies”—because, sometimes, we had to walk for almost ten kilometers, with a basket on our heads, to get to one of the markets. It wasn’t close, it was pretty far and it was important not to spend even one franc to buy a Coca-Cola or a Fanta. All the money we made, we brought back home.",Interviewee,Tension
"And after that, at school, I would like to know—and we will speak after about when you arrived in Belgium—I would like to know what was the relationship like between you, when you were in high school, at the Groupe Scolaire as you said, what was the relationship like between the students?",Interviewer,-
"When we ..., I started high school—my first year in high school was in 1964. That year, there were—in 1963—there was unrest in the south of the country. Tutsis were massacred, I think, in retaliation for the inyenzi attack that came, I believe, from Burundi. The inyenzi was the nickname given to the Tutsi refugees who had left the country, so inyenzi, cockroaches, and they had attacked, but it was suppressed with force. Not only were they fended off—I don’t know if it was with the help of Belgium or Congo—but there was also a retaliation against the Tutsis—their huts were burned, their cows were eaten and people were killed, massacred. So when I arrived at the Groupe Scolaire, the Brothers of Charity at that time felt great animosity towards people who came from Gikongoro—I was from Gikongoro—and there had been many massacres in Gikongoro, particularly in the Cyanika Parish, the parish I was from. So they regarded us as criminals, as murderers. So everyone ... they were saying, “Everyone from Gikongoro,” they were saying, “you, the people from Gikongoro, you are murderers, you are rapists, you are assassins.” So this situation was particularly difficult. It’s true that there were people who came from important Hutu families and who were big activists, but I remember that because of the Brothers' reaction to the massacres—especially the killing of students from the school, students who were older than me by a year or two, and who didn’t come back—and those [Hutu] students who were a bit [militant?] were pretending to be nice. Other than that, the relations between Hutu and Tutsi classmates were relatively good. As we were moving from one grade to the next, the number of people from the two ethnicities was balancing itself out. At the beginning, there were a lot more Hutu students, but in fact many Hutus had obtained a place in the school even though they weren’t very bright, they weren’t very smart, and little by little they dropped out, while the Tutsis were often much brighter students. So, as we were going forward in the upper years of high school, there was a balance in the numbers of Hutus and Tutsis.",Interviewee,Tension
"From what I understand, you had a good relationship with your classmates, there were no problems. But it also seems to me that there was something a little ...—I don’t know if I would say strange—but the Brothers’ attitude towards the people from Gikongoro—it was a bit hurtful, was it not? Treating a young boy like a criminal, that’s not a small matter.",Interviewer,-
"I must say that it ... I have memories from a few years prior to that, three years prior, from 1960, when I saw the burned huts of the Tutsis, when I saw the people that were about to be thrown in the river. These memories were still vivid in my mind and so for me the Brothers’ reaction wasn’t exaggerated. I thought their reaction was perfectly legitimate because there were indeed in my school people who, in my opinion, were there not because they were smart, but simply because they were Hutu and because they were taking the place of the Tutsis who had been killed and who couldn’t come back to school. For a teacher, it must be a terrible thing to see the third, half, or three quarters of your class disappear after the school break, due to the students’ ethnic origin. So I felt it—the fear I had was, rather, that they would say, “But you too are Hutu, you are a criminal,” whereas I wasn’t a criminal, and that, obviously, would have been hurtful. But they were speaking generally, without necessarily, to my knowledge, show animosity towards particular students. They were speaking more generally, and it was like they were telling us, “You, the people from Gikongoro,” and when they would say that, we felt as though they were saying, “you, the Hutu from Gikongoro, we are watching you, be careful.”",Interviewee,Tension
This is something that can mark you for life.,Interviewer,-
"Yes, absolutely.",Interviewee,No Tension
"So you finished high school and, as you said, you left for Belgium. How did things go there?",Interviewer,-
"It was much more problematic in Belgium. When I arrived in Belgium, the situation was such that there were some Tutsi refugees and a lot of Hutus. As I mentioned, when I got the grant to go to Belgium there were many Rwandan students with grants, but they were mostly Hutu. In fact, I don’t remember a single Tutsi who had received a government grant. All the grant recipients were Hutu. There were some Tutsis there too, but I don’t know how they had managed to come. Maybe with private scholarships or through very special relationships with people working in the government, but the Tutsis were really few and far between, the majority of students were Hutu. So there was a small minority of Tutsis, especially those who had arrived earlier, so they were older than me, and I remember they were divided into Hutu and Tutsi groups [makes a gesture of separation], especially in the local bistros: the Tutsis had their bistros and the Hutus had theirs. Two years later, the coup led by Habyarimana happened and the division became even more pronounced: the Hutus from the north, who had their bistro and who now felt in power and felt much more powerful, and the Tutsis from the south who were trying to become friends with these Hutus from the north. So the ethnic tensions became even stronger at that time, in 1973–1974.",Interviewee,No Tension
It was as though Rwanda's problems were transferred to Belgium.,Interviewer,-
"Absolutely. It's ... even now they say that things ..., it hasn’t changed. That’s how the situation was at that time and it seems that it’s still the same today.",Interviewee,No Tension
"If I understand correctly then, as you told me in the beginning, when you left the country you were around 20 years old, you are in Belgium, you are studying, and after graduation, did you start working or did you get married? Tell us about your family.",Interviewer,-
"When I arrived in Belgium, these ethnic issues made me feel extremely uncomfortable. The people who were strongly asserting their Hutu identity were scaring me. It was mostly people from the north, or people from the south who were a bit too militant. Given what I was explaining earlier, coming from a family … where I was like an only child—actually, when I was in high school my parents had other children that I didn’t really get to know because I wasn’t there. So I grew up as an only child, and I was protecting myself, I was being careful. I was paying attention to everything that had to do with these violent games. So, for me, this activism, these demonstrations, I kept a distance from that. When I lived in Belgium, I avoided Rwandans. I didn’t have any Rwandan friends except one of my friends from high school whose family background was more or less similar to mine. So we just kept it to ourselves and avoided these [militant?] small groups that others adhered to. And very quickly, many other students went to the bistros, they were drinking, they would get drunk, they got into fights, etc. ..., or they would go dancing. I always stayed away from them. And I got married very early. I met a fellow student who was Congolese. It had been just two years since I had arrived, maybe a year and a half, and I married her. And it was, of course, a scandal among the Rwandans, to marry a Congolese, because for a Rwandan, the Rwandans are the elite, they are almost like the chosen people. At the time, Rwandans still felt contempt for people from other nations, especially our neighbours, the Burundians and the Congolese. It was as if I had betrayed my compatriots by marrying a foreigner. But curiously, for the Congolese—because my ex—because we are divorced now—she is of ruba origin and the baruba are the proudest Congolese [laughs] who consider themselves Africans above everyone else. So they too were saying, with contempt, “Their daughter is going to marry this little Rwandan.” They almost sabotaged the marriage and the situation was pretty tense. When the Rwandans learned about that they said, “The Congolese want to beat one of our own, we will fight back”—that was the situation, more or less. But after the wedding, I spent more time with the Congolese community. I’ve always liked the Congolese, I’ve always liked their spirit of openness, they don’t take life too seriously—the small groups—in any case, at the time it was like that. They are people who rose above these things. They are also great intellectuals because it was ... at the time I was spending time with people who were great intellectuals and gradually, later on, I think, when I was in Rwanda I lost contact with the Rwandans. I was more in the Congolese community.",Interviewee,Tension
"So you got married and then you had children ... so I guess the family of your ex-wife was wondering how come she married a Rwandan and on your side the Rwandans were saying, how come he married a Congolese. So how were things for you as a couple, how was your relationship?",Interviewer,-
"I was a responsible person, of course, I was a good father, I had two children, I looked after my children well and my studies were going well. Many of my fellow students from the same faculty took many years to graduate and I finished in ..., I was going from one year to the next in my program without a problem. So, as I wasn’t seeing the Rwandans much, it's as if they completely forgot about me and as for the Congolese, they ended up understanding that, yes, I was just a small Rwandan, but a small Rwandan who was respectable, who respected their daughter, who took good care of my children and who worked hard. So the Congolese accepted me and I lived in their community like one of them, really. I felt much more at ease there because there were no ethnic issues. I must say that I was more in the baruba community, which was a very big community, with very proud people. They are really very proud, great workers too who loved working, who were brilliant and who had something to be proud of because they came from a great country, that was a fact.",Interviewee,Tension
"While you were in Belgium, did you maintain your relationship with your parents who remained in Rwanda?",Interviewer,-
"Yes ... of course at the time we communicated by letters, I wrote to them, and like all Rwandans who were not very well-off, I would even say poor, I regularly sent money, from my grant, I sent money to my parents. I was able to go back to Rwanda only once during the holidays to see my parents, in 1975. I went by myself and it was then that I met my young sisters who were still tiny little babies. So I saw that we finally had a family and the neighbours now knew that this child that they had never known was my father’s son. They looked down on my father, hated him, but then began to respect him because they saw that he had a child who had gone far away, abroad. So people were looking at me, I would even say with some sort of fear. It was really respect mixed with fear because they knew—all that they’ve made my parents go through, all the discrimination that my parents had to endure, the rejection, the contempt and now they saw that my parents had a child who might later have a good future. But I would say that it was too late to invest in this relationship with the neighbours. It was too late, on both my father's side and on my mother's side, because I hadn’t forgotten that my mother's family had refused to help us, and I thought, “I don’t have a relationship, I don’t have a connection with that family, I’ve got nothing to do with them.” So since I left in 1964, I didn’t set foot again in the place where I grew up, at my mother’s family, until very recently, actually, last year, after 45 years. So I cut them off—and on my father's side too—the people who had persecuted my parents so much that I never wanted to have a relationship with them. So I was like an only child with no attachment, neither on my mother’s side, nor on my father’s, which is something very rare in African cultures, and in Rwandan culture particularly, not to have attachment on either side of the family.",Interviewee,Tension
And you were talking about your younger sisters—I hadn’t understood that you had younger sisters—whom you saw when you returned to Rwanda?,Interviewer,-
Yes.,Interviewee,No Tension
How many sisters do you have?,Interviewer,-
"Now there are three. They’re old women now [bursts into laughter]. But I still see them with this age difference between us, because when I was 20 years old my oldest sister was 5-6, so there is no relationship.",Interviewee,No Tension
"We will return later to when you went back to Rwanda—as you said, last year you went back. But after your studies did you stay in Belgium and work there?",Interviewer,-
"No, after my studies in Belgium the circumstances were such that I went back to Rwanda. One of my cousins ​​was rector of the university. And another set of circumstances—the National University of Rwanda was, as you know, founded by Canadians, by Father George-Henri Levesque, and there were many Canadians who taught in the different faculties there at the time. But in the year when I returned, Canada had decided to gradually withdraw from the various faculties and had started by withdrawing from the faculty of economics and the social sciences. In this faculty there was a teaching position open in psychology and it was the first position that was rwandanized—this was part of the process of rwandanization of the workplace. So the Canadian psychologist who worked there had left and the position was vacant. And when I arrived my cousin, who was the rector of the university, told me, “There’s an open position for a professor of psychology and you can fill it”—because there was no other psychologist at that time. I was one of the first psychologists in the country. So, again, by a set of circumstances I became professor, I would say, without having to go through too many steps. The position was open and I was the only person who could fill it.",Interviewee,Tension
So your family moved to Rwanda and you worked at the university?,Interviewer,-
Yes.,Interviewee,No Tension
For how long?,Interviewer,-
For three years. After three years I got a grant to come to Canada.,Interviewee,No Tension
"Oh, so that's when you came to Canada?",Interviewer,-
That's when I came to Canada.,Interviewee,No Tension
So tell us how did everything go when you arrived in Canada?,Interviewer,-
"First, maybe I can tell you how I got the grant, because it wasn’t easy. I was a professor of psychology and I was teaching courses in social psychology. Social psychology courses address many issues: crowd psychology, manipulation, how we form opinions, critical thinking and I was excessively critical and wanted my students to develop their critical thinking too. Many people thought that maybe I was going too far, because I was too critical, of course, especially when I was talking about manipulation and when I was talking about how people sometimes collaborate with a ruling regime out of fear or in order to obtain privileged positions. So many people thought that talking about all of this was a dangerous thing to do, that I was on a very slippery slope. It was a military regime, the rule of Habyarimana, but I thought to myself, “I’m a professor, my mission is to educate young people and I’m a psychologist, I would feel bad if I taught lies, if I taught things I don’t believe in,” so I just continued and hoped for the best. I knew that some of my students were secret agents, and I would address them directly. I would tell them, “There are students among us who are secret service agents.” Some of their fellow students were scared by this, because they would come and tell me that some of their classmates would scare and threaten them, and I addressed this in class with my students. I would speak directly to those students and say, “If you are a secret service agent of this country—there isn’t a country in the world that doesn’t need secret service agents. The Americans have the CIA, the Russians have the KGB, and so on. So if you do your work, if there are enemies who want to attack the country and you really are a person who has to inform the secret service, well, that’s great, you are doing a service to your country. But if ever you make a case with false information against a fellow student, know that sooner or later you will pay for that. Especially since, as you know, revolutions often take place in Africa.” At that time, in the 1970s, there had been a military coup every year. So I would say to these young people, “Look, the ruling powers change constantly. If you accuse someone unjustly today, tomorrow the regime might change and the person could seek revenge. So be conscious of what you’re doing when you’re doing this.” The students were scared, they were shaking from fear. Some of the students who felt close to me came to see me and said, “There are many unhappy students and they are putting together a dossier on you.”  [Pause]",Interviewee,No Tension
So you were teaching at the National University of Rwanda and you were going to tell us how you obtained the grant.,Interviewer,-
