Content,Role,Predicted Label
"Nine years, that’s a big part of your life. The affinity you had with your grandmother during the seven years—how do you compare these two things ... living with your grandmother and then returning to live with you parents? Do you ... Did you feel the same on either side or do you have a preference, or is it…",Interviewer,-
"If I had a preference [laughs]…, but at that age… I remember when my mother would come to visit [at my grandmother’s], I would always say, “I want to live with my parents.” And my mom would say, “Next time.” So it was always “next time,” but I wanted to live with my parents ... But when I arrived there, I ... I felt like a stranger.",Interviewee,No Tension
In your own family.,Interviewer,-
"In my own family. And I even think that [laughs] in a sense I remained a stranger [laughs]. You know, coming from life in the countryside and suddenly finding yourself in a big city where ...—before, I used to go in the fields or in the forest to collect wood for my grandmother—and then I arrived in a city where ... So I felt out of sync, I think, [?] yeah.",Interviewee,Tension
"You had to adapt to a new life. [B.K. wipes a tear?] That couldn’t have been easy, I would think.",Interviewer,-
"Well, when you’re a child, you don’t think if it’s easy or not, you just go about your life. I can look at that time now, from the perspective of today, but back then I didn’t think whether it was difficult or not. Besides, I adapted very well during the first two years. It was as though I really wanted ... my feeling of nostalgia for my family was strong. Yeah.",Interviewee,Tension
"Precisely, I'm going to ... I'm curious to know ... Maybe you can give me your view [B.K. wipes a tear?] of both sides. You grew up 00: 20: 00 in the countryside, but you still visited the city. I would like you to tell me about your surrounding environment, what were the relations with the neighbours ... either at your parents’ house or with the family at your grandmother's house?",Interviewer,-
At my grandmother's house ...,Interviewee,No Tension
"So, how would you describe the neighbourhood?",Interviewer,-
"The neighbourhood where my grandmother lived was ... in Africa we say that the child belongs to the whole village, so I would go here and there in the neighbourhood and my grandmother was never worried about me. I could go to other families’ houses and so I was always out and about with the other children, herding the cows or fetching wood together and ... so that’s how life in the countryside was in my grandmother’s village. But once I moved to my parents' house, it was more like, You must not go ... to such and such ... People would not necessarily know who we were and I couldn’t go to the neighbours’ house like I did at ... like when I was at my grandmother's. There were restrictions ... Luckily, sometimes—there were several houses in a ..., well, in a ...—how can I say this? [says the word in Kinyarwanda]. It's like several apartments…",Interviewee,Tension
It's like a complex of…,Interviewer,-
"Yes, a complex of houses and so we would also ... socialize with the neighbours, but it was really different. I think if I had a preference—in fact, I appreciate that I had both ...—but if I had to choose one, I would prefer the countryside, there was a certain freedom there [laughs] that we didn’t necessarily have in the city.",Interviewee,Tension
"I’ll stay with the past for a little longer. Sometimes we look at ourselves and we think, “This part of my character, or such and such flaw or quality, comes from my parents.” When you consider who you are and when you consider who your parents were, your grandparents, do you think there is one person whose character you resemble the most? Or one person who has influenced you the most in your life?",Interviewer,-
"... I don’t know. I don’t know. I learned later on—because I did stay for a short time with my paternal grandparents—I didn’t know them very well, but later, talking to people who knew them, I was told that my paternal grandmother was a very brave woman. During her lifetime, she was someone who was also ... a great fighter. When her husband was in prison, she kept the family together. She made everything look as if ... as if nothing was happening, while it was, after all, a family drama. She had to take care of her brother's children who had just lost their parents. And, apparently, she was also quite strict [laughs]. ... So there are these two traits: the courage of my paternal grandmother and also her severity. I don’t know if we can say it’s this or that. I think I have inherited some traits from my father and I also have in me much from my mother’s personality, but I don’t know if my identity has been shaped by who they were or by the force of events, so it’s hard to say ... We are influenced by many things in life. I’ve probably kept qualities from both of them, but what happened to us is also a very important experience, which brought out aspects of our character that would have never come out had we not gone through these events. So, it's hard for me to say … to say that my character was formed by this or that, I think it’s a bit of everything.",Interviewee,Tension
"You have this fighting spirit like your grandmother and your mother, as you said. So if you describe yourself as a fighter and as courageous, it is due to life circumstances, but you also have your ancestors.",Interviewer,-
"Yes, or maybe that’s only an assumption, so I don’t know [laughs].",Interviewee,Tension
"And your brothers and sisters who are still alive, when you think about them, how is the connection between you? I guess you're the oldest?",Interviewer,-
"... I'm not the oldest, but I'm like the most ... it's me who’s taken over.",Interviewee,No Tension
[laughs] Why is that ... Why do people think that you're the oldest when in fact ...,Interviewer,-
"... I think that my half-sister…—I connected with her later, after the genocide, two or three years—I think, I don’t remember exactly—but two or three years after the genocide. I had already lived with her in my parents’ house as the eldest of the family and I think it stayed that way.",Interviewee,Tension
"A strong bond? C.K: Yeah ... before the genocide, your half-sisters and your half-brother, if I understood correctly ...",Interviewer,-
My half-sisters.,Interviewee,No Tension
"That's right, your half-sisters. Did you have a family bond? Did you live together or ... did you know them? What was your relationship like?",Interviewer,-
"... I knew the twins who died. But the other sister, whom I found later, after the genocide, I didn’t know her in 1994. So, it's… But I already knew her name because one day I looked at my father's ID card and I saw a name written on it. I didn’t know who that was, but I remembered the name. And later someone said to me, “Oh, you know what? One of your sisters survived.” So I began looking for her.",Interviewee,Tension
So before that you didn’t know you had half-sisters except those you...,Interviewer,-
Except the two [other sisters]. They came to visit from time to time. But not her.,Interviewee,No Tension
Are they all in Kigali now?,Interviewer,-
"... No, my half-sister works in Gisenyi, but the others are in Kigali. And then there’s Marie-Ange who is here with me.",Interviewee,No Tension
"Before moving on from this period of your life … you grew up in your parents’ house and you moved there to go to elementary school, if I understand correctly, when you were nine years old you were still in elementary school. ... What was it like to be in school? Try to describe the relationships with the students, with the teachers. How would you describe the life of a nine-year-old schoolgirl? What motivated you? What influenced you? What were the things you hated?",Interviewer,-
"I think I didn’t have ... I don’t remember the things that I hated, but I know I liked school. ... I liked school very much. As for my relationships with the other kids—we played together. And I remember there was competition between us—who would be the best student in the class. We had to study a lot if we really wanted to have the highest rank. I was doing my best to be among those at the top, especially since I also felt pressure from my mother. I think it came naturally to me—I was learning quite quickly. And I think that when you are a good student relationships are formed more or less easily because the teacher likes you and your classmates do too ... those students who are more or less smart enjoy a certain respect and I think it [laughs] it played…, it allowed me to…",Interviewee,Tension
To move forward.,Interviewer,-
"Yes, to move forward.",Interviewee,No Tension
Did the teachers motivate you?,Interviewer,-
"Yes. Yes, they were always ... they were good to me, even if sometimes they told us to stand up as groups of Hutus and groups of Tutsis—everybody would stand up, but we were always a small minority of Tutsis so sometimes, [inaudible] the others were looking at us a little strange, but that was all it was. So we knew there was something, but it wasn’t explicit in the way they looked at us. And it was ... so, we would stand up and sit back down, and we would know in this way who was also Tutsi, but that was all, we would then carry on with our day.",Interviewee,Tension
And after elementary school you went on to high school?,Interviewer,-
"Yes ... No. Yes and no. [laughs] When I took the exam to get into high school, my mother said, “In any case you are Tutsi, so I would be surprised if you get a place in secondary school in Rwanda.” She asked her brother, my uncle who lived in Bukavu, to get me a place in a school in Bukavu so I could go study there. I went there and my uncle placed me in 6th grade in Bukavu. A few months later ... so I think that when I left [Nyundo]—I don’t remember exactly—but I think that when I left, the lists had just been released and I was not on the list of those who had passed the national examination. Later, my mother sent a letter to my uncle's house saying that I had to go back because there was a second list and my name was on it. So I remember I started high school—I came back to Nyundo and I think the others had started classes a month and a half or two months earlier, and so I jumped on board with them.",Interviewee,Tension
"So, if I understand well, already in elementary school and in the beginning of high school you felt, at your age, discrimination between the ethnic groups in the country. How is a child at that age aware of discrimination—when asked to stand up as a Hutu and as a Tutsi—how does a child know, and how does a child grow up with that?",Interviewer,-
"I think you know it, but you don’t understand it and you don’t dwell on it. So, when I try now to understand what those experiences meant to me back then, I think I knew it, ... but I was closing my eyes, so I think that I was living in denial. ... Already in 1990, there was in Gisenyi an operation called Operation Zulu, so Tutsi families—mostly those that were more or less well-off—were threatened and grenades were thrown. I remember that I was the only one in my family who had left home and I hid with the nuns and a few other children from Tutsi families near my elementary school; later, we left our hiding place. So we could see the ... it's hard to interpret this today. I think the discrimination was there, but we ... we didn’t talk about it in my family and it was happening, it was going on, but it was surrounded by silence, and so we didn’t know ... why were grenades thrown at this or that place. We knew where it had happened, but we didn’t talk about it, and life went on. It was as if something had happened and then—silence. And I think we knew, we knew, but without understanding it or without necessarily attributing to it the importance that ... And our parents were trying to live with it, and that was the example we followed.",Interviewee,Tension
"Speaking of that, you talked about your mother who was a smart student, who was among the best, who didn’t go to…, who couldn’t get access to high school. Does it have anything to do with that? And your grandfather, you said he was in prison ... did it have anything to do with ethnicity or was it because of another crime he had committed?",Interviewer,-
"Actually, for my grandfather, according to the information ... I’ve asked the people who knew most about it and they told me, “Someone killed somebody else and put the body in your grandfather’s field, and it was the Hutus from the village who did that.” So, it was related to ethnicity. That’s true in my mother’s case too, but she didn’t talk about it that much. We can’t know how she felt about that, what really happened, but there was a connection.",Interviewee,Tension
"So it was something that was pretty obvious, but families kept quiet about it to protect the children.",Interviewer,-
"Yes, I think that maybe they wanted to protect us. But it's… Today, we can only look back and ask why we didn’t talk about it. And… In fact, why didn’t we know more? Why didn’t we discuss it to at least have a clear understanding of what was going on? But today we are stuck asking why. Why didn’t we revolt? Why didn’t we say, We'll all follow my uncle? Why did we accept all of that?",Interviewee,Tension
So ... you went to high school in Nyundo. How did that go? What year did you start high school?,Interviewer,-
In 1992… 1992–1993.,Interviewee,No Tension
And you finished high school in Nyundo as well?,Interviewer,-
"Yes, later on. After the genocide, I did a year in a private school in Gisenyi. But later I went back to Nyundo.",Interviewee,No Tension
And you finished school in…,Interviewer,-
In 1998.,Interviewee,No Tension
Had you already chosen a career? Or was it necessary to continue studying before choosing a career?,Interviewer,-
"Before 1994, I was taking courses in literary studies (option littéraire) in high school. Later I took some courses in general education (l’option normale). I returned to the literary option after that, but it wasn’t literature as such any more.",Interviewee,No Tension
And after high school?,Interviewer,-
"After high school, I went to university to study psychopedagogy.",Interviewee,No Tension
That's a lot of [inaudible] [laughs]. Did you graduate in psychology there?,Interviewer,-
"In psychopedagogy, my undergraduate degree (BAC), yes. Not in Nyundo, but in Kigali [inaudible].",Interviewee,No Tension
"And now, you're still studying, so you're still in this field?",Interviewer,-
"Yes, almost. I am in education sciences, I’ve had a career as a student.",Interviewee,No Tension
"Did you choose to ... study all these things, literature, psychology?",Interviewer,-
"No, it wasn’t my choice.",Interviewee,No Tension
So how were you guided in your choice?,Interviewer,-
"We were profiled in advance. So when I went to Nyundo, I was told, “You’ve been placed in literary studies,” so it wasn’t me, really, who decided what to do. Later, I went back to literature, but that's because that was what I knew. I would have preferred much more to study law at the university. When I was in my fourth year in secondary school, I thought I would go into law, but my grades were not good enough to enrol in the university in Butare where I could study law more easily. And the ULK (Kigali Independent University) had just opened, so I didn’t want to go there. That's how I enrolled in psychopedagogy.",Interviewee,No Tension
So that was your second choice?,Interviewer,-
"Yes, it was my second choice.",Interviewee,No Tension
"Before going any further, in all we’ve been talking about, on many occasions you mentioned the year 1994. If I understand correctly, after 1994, the children, the six or eight children, you found each other. I would like you to tell me about 1994. How could we…, how did you see that coming?",Interviewer,-
"... In fact, I think it was already happening in the Gisenyi region. There was this period called Zulu. I don’t remember which year, but it was between 1980… I think it was 1993. But at the school where I was …, in high school in Nyundo ... very close to the cathedral, the Bishop of Nyundo at that time, the Monseigneur, had given refuge to the Bagogwe who had been chased from their region where ... well, from their homes. So when we went to Mass in Nyundo, we saw those refugees who were refugees inside their own country and who were there not because they were bad people, but because they were Tutsi. And so, in Gisenyi during this Operation Zulu…, I remember that after that period, many Tutsis who had the financial means left Gisenyi and moved to Kigali. And there were displaced children in my high school, displaced because of the war of the RPF [Rwanda Patriotic Front], and from time to time they were ... showing hatred for their Tutsi classmates. My classroom was ... actually ... I didn’t really see much … I didn’t see anything going on in the classroom. But since we were at a boarding school, we could see that small groups were forming. I remember one time, I was with two other girls, we walked by a small [group?] of children, some of whom had been displaced by the war, and I remember we saw them spit on the ground. But it was just ... it was an insult directed at us. At the junior seminary, there were things ...—the seminary was nearby—things of the same nature were happening there too. People, students, were sharing stories in the evenings. And the atmosphere was starting to get tense because of that. And, I think, when I look back at that time now, these are the kinds of events that foreshadowed the worst to come. But at the same time, I didn’t think about it too much. I don’t know if at some point you get used to living with things like this. But also, not all Hutu children were like that. I remember in one of my groups there was a girl, actually, several girls with whom we were often together and we never really noticed any animosity against us. So, those things were ... were there, they weren’t widespread yet, but we could really ... we could understand them if we wanted to see the situation as it really was. But, once again, you had to close your eyes and, you know, ... move on. When 1994 happened I was both lucky and unlucky. My luck was that I wasn’t at home. So, prior to 1994, I had run away from home and I had met some of the nuns from the Auxiliaries of the Apostolate, after which I returned home. So from time to time I would spend the holidays at the convent. And it was Easter in 1994, so I was going to spend my second week of vacation with these nuns. I left home on Easter Monday and the genocide began on the 7th. But I remember that already on the 6th, the night of the 6th, one of the priests came to pay a visit to one of his friends among the auxiliaries. And as he was there, we were told…—since the routine in this convent was to get up in the morning and go to the church to attend Mass. So every morning, we went to Mass. By chance, this priest was there and the priest said—actually, one of the nuns told me: “Since the priest is here, he’ll celebrate Mass at the convent, so you don’t have to go to the church tomorrow morning, the Mass will be held here.” So we got up to go to the Mass and the first thing the priest told us was, “The president’s plane has been shot down.” Everyone was ... I was surrounded by adults and later that day, sitting around the table, we continued discussing the news and I remember I said, “It’s over.” Today, every time I think about why I said “It's over,” I don’t understand why I said it. And it was indeed over. I don’t know if that phrase was the expression of everything that I had seen until then and stockpiled in my mind. And then something else was going on in Gisenyi—there were these big buses that ... big buses that were transporting…",Interviewee,Tension
The militia…,Interviewer,-
"It was the militia, I remember, but I think there was an odd euphemism used for them—people were calling them “the magicians.” So they were people who… They always filled the buses and sometimes, they were on top of the buses and they were dancing, you know, they were always making noise, they were singing. I had seen this frequently in my hometown, so…",Interviewee,Tension
Before 1994.,Interviewer,-
"Yes, before 1994. And sometimes we watched them go by and we applauded—they were the magicians. So, I think all of that made me think “Okay, it’s over.” A few minutes later, the nuns were receiving phone calls informing them about the priests from this place and the nuns from that place…, what the situation was like outside, so on that day ... it began, the genocide began.",Interviewee,Tension
And how did you live through it? You lived with the nuns...,Interviewer,-
Yes.,Interviewee,No Tension
And you didn’t go back to your parents’ house?,Interviewer,-
"No, I stayed in the convent.",Interviewee,No Tension
And how did you live through this event with the nuns?,Interviewer,-
[Inaudible] [laughs].,Interviewee,No Tension
With the others who were there with you?,Interviewer,-
"And I said “It’s over” once more, but at the same time I didn’t really grasp the magnitude of this phrase, “it’s over,” and what they were saying. I remember I felt such fear around me that I ended up not being afraid anymore. All around me there was ... [laughs] there was really a feeling of terror, everyone was moving in all directions.",Interviewee,Tension
You were panicking?,Interviewer,-
"There was panic ... you would be talking to someone and then they would go away. People were moving around. I’m trying to visualize it, I was saying, “It’s not possible!” So people were going up to the attic and I saw them coming down, they were looking for Félicité. “Hey, Mother, what's going on? Do you have news of this or that person?” People would abruptly go into the room, they would go in ... and talk in low voices behind locked doors. Others would be listening to the radio ... they were trying to capture [?] to find out what was going on. Still others spent time in the chapel. And it was in this atmosphere…, but since I knew the house well… and actually, later the female students of Saint-Fidèle University also sought refuge at the convent and other people from the city who could reach the Saint-Pierre Centre, came as well. And since I was…, since I knew the place better than others, I continued to help. I helped with the cooking and with the housework. I continued participating in the life of the convent as I did before, so ... I kept myself busy and I didn’t really have time to stop. It’s only now that I stop and become frozen ... at that time, I was much more in the action. Félicité made sure that I had things to do, but she prohibited me from opening the door when someone rang—I always liked opening the door, but she prevented me from doing that.",Interviewee,Tension
Félicité was the nun you had gone to see?,Interviewer,-
"Yes, well, I went to see many of them, but she was the nun responsible for all others. But I was worried about my parents and especially about my father because a week prior to that he was attacked by militiamen and by soldiers in a bar, and on the way home we went to see him. My mother brought some money and I ... right away, I don’t know why, but I felt afraid for my father. And my mother was a sociable person and she had a lot of friends. I always had the impression that maybe… And she had an MRMD (the National Republican Movement for Democracy and Development) membership card, but my father had an RPF card. I remember, when I was in Congo, my uncle told me: “Your mother has an MRMD membership card, she's really brave!” [laughs] So, I thought that maybe that would save her. Because, later, I was afraid for everyone…, but right away, I felt that I was losing hope for my father. [wipes tears]",Interviewee,Tension
"And in those moments of panic when you were at the convent, was everyone concerned by what was going on? Is it…, was there… Was there solidarity between all of you who were staying with the nuns? You were all in this together, how did it…",Interviewer,-
"No, life continued. Well, I can’t know everything that was going on in the communes, but we knew that the Tutsis were targeted, that it was about the Tutsis. I don’t remember being hustled by any of the Hutus who were in the convent. Even though Félicité and Nathalie went to—in fact, on account of these students from Saint-Fidèle —I remember they went to get another Saint-Fidèle student who was injured and was in the hospital and they brought her to the convent where she was treated. And Félicité had sent two Hutu nuns to my parents’ house. Upon their arrival, they found out that my parents had been killed, but they didn’t tell me that when they came back. And I don’t know if they had tried to save them or what, but I know that the next day Félicité asked me, “Do you know anyone in Congo? Do you, by any chance, have family there?” I said yes—that was around April 19–20. I told her that and she said “okay.” I think it was on the night of April 19 to 20 when she told me, “Don’t go to sleep tonight.” Actually prior to that date my brother had come—my younger brother, Jean-Baptiste, had arrived at the convent. And she told me that on the 7th, on April 7th, a classmate of mine from elementary school, whose brother was taking part in the killings [a génocidaire], had said, “You know what? All Tutsis will die.” And then my brother had told my parents, “I'm leaving.” And my mother had said, “Okay, go to this family.” One of my mother’s cousins had a husband whom we didn’t know if he was Hutu or Tutsi. Afterwards, I received written information confirming he was Tutsi, but at that time we thought he was Hutu. So, my ... then my mother had said [to my brother], “If you’re going there, take Marie-Ange with you.” And so…",Interviewee,Tension
Marie-Ange is your sister.,Interviewer,-
"Yes, my sister. And so Jean-Baptiste went with Marie-Ange to Jacqueline’s house, but once there, Jacqueline's husband told Jean-Baptiste: “We'll keep Marie-Ange, but we can’t keep both of you. Do you know where Berthe is?” Jean-Baptiste said yes. “Okay, go to her.” So, Jean-Baptiste came to where I was staying, but on the way there, he met someone who asked him: “You are Alexis’ son, aren’t you?” My brother said, “No, I'm not Alexis’ son.” After that he arrived at the convent and so we were both staying there together. And one night Félicité told us not to go to bed. Later, around midnight, she came back and said: “Okay, you can go to sleep now, we were just told that there are militiamen everywhere and you can’t cross [the border].” She wanted us to cross over to Congo where she had sent about fifteen people already and she wanted to try that a second time, but it didn’t work. So until the 21st…, when the militiamen came to the convent, so around 3–4 pm… I was in the kitchen, and Félicité came running: “Tell everyone to hide, the assassins are here.” I ran around the convent saying, “Hide! Hide!” I hadn’t even finished saying that when the génocidaires arrived and I was then saying that I wasn’t Tutsi. They brought us to … one of them took me along with several others and there was ... they were people all over the place, so the militiamen had ordered many of the people to come out from their hiding places. I went to the exit door and I saw many people on their knees and a ... a killer pointing his rifle in their direction. They told us to kneel and we did. They had two minibuses parked outside the convent and we were told to get on the bus. I fought back. One of the killers was bringing people in ... and I said, “Don’t hit me.” Félicité hadn’t gotten on the bus yet, and they forced her to. So we left with the first bus and they told us that they were going to take us to the red commune. Inside the bus—one of the nuns had been teaching us a song—so I started singing it and then we were told to keep quiet because “You killed President Habyarimana, so you don’t get to sing. The only Hutu who’s on the bus can continue singing.” So, we took ... the driver took the road to the cemetery.",Interviewee,Tension
So that’s what the red commune was?,Interviewer,-
