Content,Role,Predicted Label
"—in Kansi. And then, when we, the young seminarians, arrived in Bujumbura, our former rector, Father Joseph Nyirumugabo, had already arrived there before us. As soon as he reached Bujumbura, he made sure that all those who came from the Petit Séminaire in Rwanda could find a place in the Kanyosha Petit Séminaire in Bujumbura. I got a place in the school without a problem, but Vincent wasn’t so lucky. What happened eventually was that in July, after Habyarimana’s coup d'état, and since Vincent was not doing anything in Bujumbura and his classmates were going back to school, he decided to return to Rwanda, unfortunately, and that’s what happened. My big sister, the only daughter in the family, Godelieve, her story is extremely sad, because she married a Congolese, a Zairian at the time, who was working in a biochemistry lab at Lubumbashi University, and so she moved to Lubumbashi. She lived there with her husband, she had two children, and since there were a lot of—she spent a long time there without paying a visit to the family. In 1996—no, 1986–87, I think—she asked her husband's permission to travel to our family house so that our relatives could meet her children, and the husband gave her permission. She came with the two children, her son and daughter Eric and Catherine, and she was pregnant too. On her way there, she passed through Bujumbura and I accompanied her to the border because I couldn’t cross the border. She then continued on her way. A year later I went to work in southern Africa, in Swaziland. So, while she was home, she had—she found a job with a Canadian NGO and she talked to her husband about it, and her husband said, “Listen, given the economic situation in Zaire, the chaos that reigns here, it might be better that you stay working there, if you are earning better money than here, you can help us too.” She had her baby, Rodrigue, there; the two older ones, Eric and Catherine, started primary and then secondary school. The genocide caught up with them there and that’s what’s striking: Godelieve was killed, the two children, Eric and Catherine, were also killed in the secondary schools where they were, in their boarding school, and, imagine, the one who survived the genocide is precisely the child she was carrying when she came to vising home. That boy, whose name is Rodrigue, is now a student at the Butare University. He’s a good boy, but he doesn’t know his father, and his father doesn’t know him either.",Interviewee,Tension
His father is still alive?,Interviewer,-
"I don’t even know, I don’t know. I had the opportunity to meet some people from Congo when I was working in Switzerland, near Geneva, I met some people from Congo and I asked them—because some of them were from Lubumbashi—to tell him what was left of his family, that he [Rodrigue] existed. I didn’t hear back from these people, but he managed to trace some of his paternal relatives on Facebook. Basically that's what I can say about my immediate family. Unfortunately, of all the adults, I’m the only survivor and I had the chance to bring here those who were also alive, that is, Jean-Blanchard, Blandine and Raïssa [or Larissa? – translator’s note].",Interviewee,Tension
"We’ll come back to the genocide, but before that, I have some additional, more general, information… So, you mentioned the—that you went to the Petit Séminaire in Rwanda.  I would like to know—well, you mentioned that you had a good relationship with the one who killed—",Interviewer,-
"—my cousin, yes, yes—",Interviewee,No Tension
"—your cousin, but with—so, you had a good relationship—as a student, you maintained good relationships with your fellow students. Was there anything in particular that could be seen as a remnant from the events of 1960 or was it, rather, that students as well as teachers lived in harmony? What do you remember from that time?",Interviewer,-
"At the Petit Séminaire it wasn’t—it wasn’t really—especially in Kansi, these were, I would say, the best moments of my youth, particularly because of the teachers we had. I had the good fortune to know people who were, I would say, exceptional, like Bishop Alexis Kagame, he was the director of our Petit Séminaire, and Father Boniface Musoni, Father Joseph Niyomugabo who later served as Rector. At the Petit Séminaire in Kansi, it was complete harmony, complete harmony. But, I think something was brewing because of certain individuals. But it wasn’t out in the open, it wasn’t out in the open until 1994. During the first grades of the seminary, in Save, yes, there were vestiges there of the 1960s, mostly conveyed by—you know the Diocese of Butare included part of Gitarama, a large part of Gikongoro, if not all of Gikongoro, and Butare.",Interviewee,Tension
That’s right.,Interviewer,-
"And the boys who came from Gikongoro were particularly vicious. You could already see it, during the teenage years, their early teenage years, until they were 17–18 years old, it was by then very, very visible. I remember, for example, a basketball game when Father Martin Kabalira had it in for our classmate. It wasn’t just an altercation, we could see that he [the Father or the student? – translator’s note] was being mean about it and that was surprising, given the setting where we were, at the Petit Séminaire in Save. But besides this incident, it was more insidious than that because, as you know, there was, in the lower primary grades in Save, a tradition that was not at all a good thing and that consisted of, basically, hazing the new students at the Petit Séminaire from, say, seventh grade preparatory, which was in Cyahinda. The new students who came from sixth grade in the Latin section were the favourite targets for the students in fifth grade in the Latin section—",Interviewee,No Tension
"Yes, yes.",Interviewer,-
"But those who were in fifth grade Latin also protected the kids who came from the same parish as us. But we were realizing more and more, especially in the years between 1970 and 1972, that this protection was happening along other lines, you see, and the other children who were in fifth grade were questioned if they knew of any Tutsi children who would also be coming to the school. And, we believed it was our duty to protect them. Because the hazing, it had taken a rather ethnic turn—",Interviewee,Tension
"Yes, yes.",Interviewer,-
And so we protected them.,Interviewee,No Tension
So the Hutu kids could no longer persecute the Tutsi kids […],Interviewer,-
"Yes, yes.",Interviewee,No Tension
"So you, the Tutsi older brothers, were protecting them.",Interviewer,-
"Yes, yes, we protected them. We would ask the kids who came from other parishes to tell us: are there Tutsi kids in seventh grade who are likely to come to sixth grade Latin?",Interviewee,Tension
Okay. And we’re talking about kids who were how old—teenagers who were how old?,Interviewer,-
"Thirteen, fourteen, fifteen, sixteen, and it was our sacred duty to protect those kids. And we did it, we did it.",Interviewee,No Tension
And the Hutu teachers—Tutsi…,Interviewer,-
The teachers—,Interviewee,No Tension
Do you have a—any memories or…?,Interviewer,-
"The teachers we had at the primary level were people who were more intellectual than really focused—like Nayigiziki, he was a wise man.",Interviewee,No Tension
"Yes, he was a philosopher.",Interviewer,-
"He really was a philosopher. The others I know—I remember Deo Byanafashe, the Nkusis, and so on. They were people who—no, I never saw—whether they were Hutu or Tutsi—I never saw any such tendencies.",Interviewee,Tension
Okay.,Interviewer,-
"No. No such tendencies. In the upper school years, when things started—especially at the beginning of the crisis, 1973, you could already feel it because of what happened in Burundi and the Burundian students who were there were particularly…—and we can understand why. They really were [vague] [vague], they didn’t accept at all the harmony that prevailed there. But they had to. I remember that when the students from the other schools were chased all over the country, Father Joseph Nyirumugabo, during what was called “spiritual reading,” told us: “Know that here you are all brothers. There is no way that students of one ethnic group would hunt down students from the other ethnicity [vague]. If that ever happens, we will close down the school.” I also remember something very, very important, namely, that the dean of the school at the time was called Thaddeus. Thaddeus Rusingizandekwe was from Kibeho, he was a priest. So the adjacent schools, like the Butare Groupe Scolaire, learned that in Kansi we were rebels and we didn’t want to chase the Tutsis away. They sent a commando. Yes! A commando that was led by a certain Jean—Jean… what was it—his family name is well-known—it’ll come to me. He was the leader of other commandos. We knew each other well because at that time I was captain of the volleyball team, which by the way is still going, I think it’s still the best volleyball team at the high school level.",Interviewee,No Tension
Oh really?,Interviewer,-
"The Butare team was called Dynamo and I was the captain at the time, so he knew me. When this commando arrived, they—they went into the schools, it was around 2 o’clock, and strangely, we noticed that the teachers weren’t there, while the school had to start, the class had to start. They were already gone. And then we saw two or three vans filled with students carrying knives, machetes and so on. And then they went into the classrooms and said that all the Tutsis had to go out. The other students, my classmates said, “No, don’t go out.” The Hutus told us not to go out. We remained seated and I—my bench was at the back and then this Jean, came up to me with a knife and put it on my throat and said, “You too, Richard, you can’t—can you pretend you're not a Tutsi? Stand up.” I got up, but another student was telling me, “Sit down.” But listen, the first guy had a knife. So I went out and the whole class was out as well.",Interviewee,Tension
"So all the students, Hutus and Tutsis?",Interviewer,-
Everyone was outside.,Interviewee,No Tension
Mixed together?,Interviewer,-
"Yes. And I was in second period—so in poetry class, we found the students from rhetoric class outside so the first and the third periods too, everyone was outside. The commando was perplexed, he didn’t know what to do. And then they were saying, “All the Hutus on this side.” Thaddeus, whom I was telling you about, Father Thaddeus Rusingizandekwe, who was the dean, said, “There are no Hutus here.” “All the Tutsis, go on this side.” And he said, “There are no Tutsis here.”",Interviewee,No Tension
[vague],Interviewer,-
"Then the leader of the commandos, the commando of [inaudible] said, “Well, then, everyone should clear out!” And we all laughed. [laughs]",Interviewee,Tension
[laughs],Interviewer,-
"That's what he said and everyone laughed, and then Thaddaeus said, “Give us thirty minutes, we’ll pack and we’ll go.” And that's what we did.",Interviewee,No Tension
Everyone?,Interviewer,-
We all left. We didn’t have school that day.,Interviewee,No Tension
Okay.,Interviewer,-
"But a few months later, we learned that a certain Célestin of Kiruhura Parish, Ntahobatuye, had been summoned by Bishop Gahamanyi to make lists of students on the basis of their ethnicity. They sent flyers to the schools—or to the parishes, rather—and it was only the Hutus who were called back to school. We were left on the hills and that's when we decided to leave.",Interviewee,Tension
It’s strange that Bishop Gahamanyi would do that.,Interviewer,-
"This wasn’t the first nor the biggest blunder that he’s done, especially… Anyway, it’s a shame, but it is what it is. The truth must be told.",Interviewee,Tension
Yes!,Interviewer,-
"But I want to go back to Thaddeus Rusingizandekwe, who later became a priest, a military chaplain, and who returned to his parish in Kibeho and who threw grenades at the refugees in his parish.",Interviewee,No Tension
So on one side when he was young—,Interviewer,-
"When he was young, he risked his life—",Interviewee,No Tension
Yeah.,Interviewer,-
"—to protect our community, and when he was a priest, he shot at his flock.",Interviewee,No Tension
Ah!,Interviewer,-
So that’s why sometimes we ask ourselves the question—,Interviewee,No Tension
Yes.,Interviewer,-
"Had I been in his place, what would I have done?",Interviewee,Tension
What's going on. Yes.,Interviewer,-
"Because when he was young, he was brave. One would think that as a priest, he would have been even more courageous. He would have protected his flock rather than shoot at them. I think he’s in prison now.",Interviewee,Tension
Yes. Just like Hormisdas that you were also talking about.,Interviewer,-
But Hormisdas was cleared; he’s in Rome now.,Interviewee,No Tension
"So, closing the sidebar [laughs]. So you mentioned that at school there was, after all, a bit of tension, specifically, the systematic hazing of Tutsi kids. And during the summer vacation in 1960, on the hills, you mentioned that they were burning the houses and that they even almost killed your grandmother. And when the hills were peaceful again, in 1960, later on, in 1963, ’65, ’67, when you were on the hills with the other children, with the others, what was your relationship like with them?",Interviewer,-
"There were ups and downs, depending on the mood of the moment and depending on the events, but we noticed that every time there was a crisis of some kind, it wasn’t easy. It wasn’t easy because, for example, if there was a crisis in Burundi it affected us on the hills as well. The tensions on the hills between people, in fact, weren’t that obvious. But the incendiary speeches of President Kayibanda, for example, were very well received by the Hutu population of the hills, the vast majority of them, not everyone but the vast majority, liked what they were hearing. So there were moments of tension from 1959 to 1961, and in ‘63, ‘64, right?",Interviewee,Tension
Yeah.,Interviewer,-
"‘66, ’67. So all it took was, for example, a raid by the inyenzi for things to deteriorate. But not as much as in Gikongoro, though—",Interviewee,No Tension
Oh yes.,Interviewer,-
"Even if it is only thirty kilometers from us, there were no killings—the people from, say, Bufundu were fleeing to Butare and to our hills—there were no physical killings, but there was tension, the tension was palpable. I don’t know—I don’t know anyone who was killed on our hills and the surrounding hills of Butare in general, but there was tension. It wasn’t at all—we weren’t at all at ease during certain times of the year when things happened, like the inyenzi’s arrival in the Nshili, or something like that. And if there was a social or an economic crisis and if President Kayibanda said something on the radio—that was enough for people to start sharpening their machetes. But in general, well, it wasn’t so bad, the relations between the villagers, the people living on the hills weren’t so bad.",Interviewee,Tension
"Okay. So we’re now in 1973, and you decided to go to Burundi, and contrary to your big brother who returned to Rwanda, you decided to stay in Burundi. So you got married and you had children.",Interviewer,-
I got married here.,Interviewee,No Tension
Ah! You got married here?,Interviewer,-
"No, I mean in Burundi, I had just finished high school.",Interviewee,Tension
Yes.,Interviewer,-
University.,Interviewee,No Tension
Okay.,Interviewer,-
"I worked there until 1986 and then I went to Swaziland, as I was saying, and I worked there for three years.",Interviewee,No Tension
Yes.,Interviewer,-
Until 1990.,Interviewee,No Tension
Okay.,Interviewer,-
Then I immigrated to Canada at that time and I got married here in 1995.,Interviewee,No Tension
"Okay, so all your children are here?",Interviewer,-
"Yes, but for some time—so right after 1960–62, I have to say that during the rebuilding of our house, I lived in Matyazo, and I got to know some very interesting people like the beautiful family Mugesera—",Interviewee,Tension
Oh yes.,Interviewer,-
They were very good neighbours.,Interviewee,No Tension
They were good people.,Interviewer,-
"Yes, yes.",Interviewee,No Tension
Yes.,Interviewer,-
So I know this family very well.,Interviewee,Tension
"That’s what is paradoxical and very complex because—indeed, you mentioned Father Thaddeus who was… That’s extraordinary.",Interviewer,-
"And more than that, at the Petit Séminaire, I must say that in my class, there were some people who were very well-known, in one way or another: Father Furaha Justin was in my class, Hormisdas Nsengimana, Martin Kabarira, Father Pierre Ngoga who, by the way, worked with my father—",Interviewee,Tension
Yes.,Interviewer,-
"—Sebahinde Anaclet, who was called “Shikito,” was also in my class—these were big names during the time of the genocide. They were my classmates, and Thaddeus too. They were, at that time, good guys, but…",Interviewee,No Tension
"While you were in Burundi, did you ever go back to Rwanda to see your family or…? Because you said at one point that it was dangerous, especially when your sister returned to Rwanda.",Interviewer,-
Yes.,Interviewee,No Tension
So you didn’t risk going back to Rwanda?,Interviewer,-
"I only risked going back at the end of high school, because I wanted to ask my parents for a kind of—let's say—how can I say this?—guidance. Tell them that I couldn’t be a priest, for very personal reasons, but also tell them what I had decided to study at the university. I went back clandestinely. There were some crossing points where you didn’t have to go through customs—",Interviewee,Tension
Yes.,Interviewer,-
—you had to find someone who could come—who could cross with you.,Interviewee,No Tension
Yes.,Interviewer,-
"The markets—there was a very busy market in Kayanza, close to the people of Rwanda who went there to buy food that was difficult to find in Rwanda, especially fish, and that’s where I found this one person who allowed me to leave with him.",Interviewee,No Tension
By car or on foot?,Interviewer,-
On foot. So we left Kayanza around 5 o'clock in the evening—,Interviewee,No Tension
Yes.,Interviewer,-
—and I spent the night at his home. And he was a Hutu—,Interviewee,No Tension
Okay.,Interviewer,-
"—who didn’t know me from Adam, but who hosted me that night and then the next day I went to take—well, I got into a van that was heading to Butare.",Interviewee,No Tension
Yes.,Interviewer,-
"I think he lived in Nyaruteja. So I reached home the next day. And I had planned to stay there for the summer holidays because the university classes started in September. But an old friend, a former classmate from Save, who worked at the Commune, came to warn me that the security agents were after me.",Interviewee,Tension
"Yeah, yeah.",Interviewer,-
"So, I had to flee during the night. It was Vincent who gave me a ride on his bicycle.",Interviewee,No Tension
Oh yes.,Interviewer,-
"Yes, and then I spent the night at the house of Munyantore Léon who was a priest at the time and who lived in Gikore. Then I crossed the border the next day, and when they came at the house to look for me, I had already left the day before.",Interviewee,No Tension
"And your parents, were they still alive in 1994?",Interviewer,-
Yes.,Interviewee,No Tension
Okay.,Interviewer,-
They were killed in ‘94.,Interviewee,No Tension
"They were killed in ‘94. And the rest of your relatives—uncles, aunts…?",Interviewer,-
"Not much is left, there’s nothing left.",Interviewee,No Tension
Not many are still alive.,Interviewer,-
"They were all killed. Yes, a few of the women who were married to Hutus may be still alive, but the rest, everyone else, all the Tutsis and their families, were killed.",Interviewee,Tension
Were you able to return to Rwanda and find the remains—do the final funeral rituals…?,Interviewer,-
I went back to Rwanda in another capacity—I went back there with a project on conflict resolution training—,Interviewee,No Tension
Yes.,Interviewer,-
"Because I wanted to give tools to my fellow Rwandans—so they could consider other ways of resolving their conflicts. And of course, I roamed around the land, with my family, because I thought—okay, I went to the hill, on the hill, and the area has become a jungle, even the trails have disappeared, things that I don’t even know what they are, are sprouting, new kinds of wild plants that I don’t recognize. And so I went there, I was made to believe that my whole family had—that even my father and my mother, were buried in Magonde with the victims from Sovu, from Nyanza—",Interviewee,Tension
In a mass grave?,Interviewer,-
"Yes, in a mass grave. I went to pay my respects, and I was urging friends in Montreal who had some influence, perhaps, to ask the Rwandan authorities to give decent tombstones to those people. Apparently, there are between 3,000 and 4,000 bodies in this mass grave. And then Jean-Blanchard came, I spoke to him and it was him who told me that the bodies of my parents were not in that grave, after all, and that they had been burned alive in the house. So, I only learned this last year.",Interviewee,Tension
Last year.,Interviewer,-
"The others, my sister and Canisius, were killed in the Butare hospital, I think? [looks at Jean-Blanchard] So, my sister Godelieve and Canisius. Their dad [Vincent, R.B.’s brother – translator’s note] was killed when he went to—he was deputy director of SOS Children's Villages in Kacyiru, which was from—with the Belgian Red Cross. It’s a terrible story because, in fact, he had resisted physically, and later he had managed—he was blackmailed, that if he didn’t cooperate, they were going to kill him [he points at Jean-Blanchard], he was a baby, well, he was still very young. Vincent had to abide.",Interviewee,Tension
"We are taught—not only in Rwandan culture but in many other cultures as well—to be stoic, not to show our suffering, especially if you are a man. How did you feel—and even now, when you talk about it—how did you feel when your nephew gave you this news, to hear how—",Interviewer,-
[A big sigh],Interviewee,No Tension
"—your parents had disappeared in this way and to return to this loss, after having mourned it?",Interviewer,-
"It’s… It’s hard to describe, it’s actually impossible to describe. In fact, you find yourself in a situation where you would like to know how it happened and then you put yourself in their place and you don’t want to know, because that is a detail that my father and my mother… And what about the others? Is it, one wonders, is it worth it knowing the details? But I think it’s worth it, you have to go through that. If you know the details—the real ones, anyway—at least that prevents us from speculating.",Interviewee,Tension
"Yes, yes. So a great deal of ambivalence.",Interviewer,-
"Yes. And I don’t think I'm the only one in this situation. The fear of knowing or of wanting to know the truth, and also the need to know this truth.",Interviewee,Tension
"And how do you feel when you go to Rwanda, especially on the hill where your parents, relatives, uncles and aunts grew up and were killed and when the people you meet there are probably perpetrators of the genocide, the people who killed your parents? What are your feelings towards these people?",Interviewer,-
I didn’t have much contact with these people. The first time I met them was when I went there in 1997. I am absolutely certain that they weren’t the killers; the killers had already left.,Interviewee,No Tension
Okay.,Interviewer,-
"Those who are there are not the killers, but their relatives. But my first contact with them made me understand, in fact, the depth of the distress that they have also experienced. I went to see a cousin of mine who was, I think, the area manager. And these people saw me at her house because they were there too—it was the day of the first communion of my cousin’s children. And then when I left, they followed me. [a long silence] So the distance between our house and Butare is only five kilometers and I walked from Butare to our house on the hill, and back again. And they followed me, but without saying a word. The only person I talked to was an old man named Joseph Gatabazi, and when I spoke to him he said, “Richard, we ate the beast with seven—with eight teats…” I didn’t understand what he meant: “We ate the beast with eight teats”—“igikoko cy'amabere umunani.” It was his way of telling me that they had eaten the inedible, meaning their dog.",Interviewee,Tension
Oh yes.,Interviewer,-
"Given what people had lived through, and what people—other people—had done to these villagers, I asked him about the ones that I already knew had a propensity to kill.",Interviewee,No Tension
Yes.,Interviewer,-
"And, indeed, they told me that “Yes, there is—yes, he’s gone—I think he’s dead,” things like that. But those who had stayed there were… Listen, they probably were interested observers, but most of them probably didn’t kill anyone.",Interviewee,Tension
To think—,Interviewer,-
But we can say that they are third-level accomplices.,Interviewee,No Tension
"Yes, yes of course, it’s quite complex, huh! When you think of Rwanda—a country that you left when you were very young, right, in 1973, you were barely twenty years old—what is the image that you have of that country? Is Rwanda, for you, a country—what are your feelings, your emotions that surge within you when you think of this name, of this country? When you see the hills of your childhood, when you see images of Rwanda?",Interviewer,-
"It’s completely different, 100 percent different. It’s not my country anymore.",Interviewee,No Tension
It’s not your country?,Interviewer,-
"No. I feel a sense of belonging because I’m Rwandan. My hill, I know my hill as I know myself, it’s like my own body, but when I went back nothing is left there for me! But even if you blindfolded me and told me we’re at such and such a place on the hill of [inaudible: Rugimbi?], I can lead you to my house. I can tell you when we have come close to a rock and what can be seen on it, and that this or that is to my left—I can tell you all this with my eyes closed, I’ve played on this hill since I was three years old.",Interviewee,Tension
"Yes, okay.",Interviewer,-
"I used to poach food from people’s gardens, I used to steal fruits here and there, I used to herd the calves with the other youngsters, I used to play silly games with all the children, all over the hill and on the surrounding hills. I know [inaudible] like the back of my hand. But, unfortunately, what remains of all of this? Nothing.",Interviewee,No Tension
"There is—there is a debate going on, even between Rwandans, about who is a survivor. How do you consider yourself in regards to—you know about this debate, don’t you?",Interviewer,-
"Yes, yes, yes. But I find this debate completely meaningless, meaningless because a survivor is anyone who, had they been present at the time, they would have been killed. I’ll give you the example of my nephew Rodrigue: in our patrilineal society, he’s not even a Rwandan. His father is Congolese, his big sister and his big brother, who came with their mother, my sister, were killed in high school, in the boarding schools where they were—who can stand before of me and tell me that Rodrigue is not a survivor? Can anyone tell me that? But according to the other logic, he’s not even Rwandan because his father is Congolese.",Interviewee,No Tension
You’re right.,Interviewer,-
"Right? His big sister was killed, his mother was killed, his big brother was killed, and someone would come and tell me that Rodrigue is not a survivor because he is not Rwandan? That he’s not Tutsi, that he’s not even Hutu—it’s completely absurd. Second, I think that people sometimes suffer from—quite often, in fact—certain egocentrism that tends to exclude, to put other people outside the definition of survivors. And we define who is a survivor according to our own egocentrism. That’s not normal, it’s even “insane,” as they say in English. It’s unhealthy, it’s unhealthy and it’s surprising that someone whose whole family is alive, intact, and despite all the trauma that they’ve been through, the father, the mother, the seven brothers, the three sisters, everyone is still there and this person thinks he has the right to judge others whether they are not survivors because it didn’t happen while they were in Rwanda. I’m the only one remaining of the adults in my family, so some people are questioning whether I am a survivor. Listen, that’s completely crazy, these people must have some kind of problem [makes a sign with his hand], it’s crazy to try to exclude me or give me points that do or don’t qualify me as a survivor.",Interviewee,Tension
"Clearly, you have reflected on this deeply. And the fact that you’re an expert in conflict resolution—and not only conflicts of the past, but current and future conflicts too… I find your thoughts very interesting and it would be important to share those thoughts with other Rwandans, because it is strange, indeed.",Interviewer,-
"I can perhaps understand the narcissistic propensity that pushes people towards egocentrism and makes them define who is a survivor according to their own understanding, limiting the definition to what suits them, but excluding others. And how we can measure the suffering of those who are then positioned outside of these limits of the definition of a survivor—it’s completely dishonest, it’s even—no, frankly, I…",Interviewee,Tension
"So you talked about your life at the college, in high school, on the hills. You’ve met some people who behaved like human beings and others who were more ill-natured, more mean-spirited. And after you arrived here, in Canada, you found a Rwandan community made up of—we continue calling it ethnicity even though these are not ethnic groups, but that’s a subject for another debate. But there are Hutus and there are Tutsis. What kind of relationships have you established? How do you feel about the relationships, the exchanges you have with the Tutsis? Can we say—has there been—could there be harmony between the Tutsis, harmony between the Hutus? Do Tutsis and Hutus manage to communicate in an authentic, deep and sincere way?",Interviewer,-
"It’s very difficult because, you know, the problem—an identity problem is very difficult to delineate. And I can’t say either that complete harmony reigns between the different groups, the different identities that we have, Hutus and Tutsis, etc. It’s not 100 percent harmony either. And in each identity group there are subgroups that are also created, unfortunately, according to completely new parameters. In fact, there are no ethnic groups in Rwanda, there are only Rwandans. Well, the relations between—within the community are friendly, the interpersonal relations, but when we refer to Hutus, Tutsis, it depends on who you are talking about. Some people are known to be very open to friendly relationships with everyone. And these people are not necessarily welcome in some communities, Hutus for example. Well, what can you do? We’re talking about reconciliation efforts, for example in Rwanda, we’re talking about efforts to bring together Hutus and Tutsis in the diaspora—there are some Hutus who don’t want that, right? There are probably also Tutsis who don’t want that. But the vast majority—well, I think it’s a question of education, but also of personal willingness to open up to the other. I know, personally, that there is a lot of ignorance on both sides, which produces—people give, so to speak—put labels on others that they don’t even know.",Interviewee,Tension
Absolutely.,Interviewer,-
"And when we meet a person for the first time, our first reaction is one of astonishment: “My God!” We begin to discover the human face of the other, the unknown other. So what we’re lacking is, I would say, chances to meet, on neutral ground, where everyone can express this desire to want to connect with others. This is what we’re missing and if such opportunities exist—and they do, for example, the people who go to church to pray, they sing together and pray to the good Lord, but what happens after the Mass? They go back to who they were before. What good is it if we only pretend that prayer can help us to be more mature and wiser?",Interviewee,Tension
Even if they do—but the Hutus can pray in their Hutu churches and the Tutsis in the Tutsi churches.,Interviewer,-
"Exactly. You see, it’s odd, no, I’m not going to waste my time praying in these circumstances because it’s completely—it’s hogwash.",Interviewee,Tension
Tell me—,Interviewer,-
"But what is even more serious is that there are Canadians, especially Quebecers, who stand behind the factions and are even more extremist than we are!",Interviewee,No Tension
Indeed.,Interviewer,-
It’s strange!,Interviewee,No Tension
Hutu “power”!,Interviewer,-
"Oh, there are people among those who are neither Rwandan nor… —and who would cut your throat all the while they keep smiling.",Interviewee,No Tension
"Tell me one thing: a tragedy like a genocide must change a person, in some ways. After the genocide, do you see human beings—not just Rwandans, but people in general—do you see human beings with that same innocence in your vision, in your perception that you might have had before or has something within you changed, after the genocide, in your way of seeing the individual?",Interviewer,-
"No, it—I think that I learned, rather, to understand humanity better. Why? Because human beings make choices; and sometimes they choose destruction, right? And, I am not a person to—why wouldn’t I make completely aberrant choices, right? So I always lend credibility to human beings. Except that there are individuals who don’t want to take responsibility precisely as human beings. When I hear someone say on the radio or on television, “I did this because the devil tempted me.” That’s—",Interviewee,Tension
[laughs] Manipulation!,Interviewer,-
"—that’s real bullshit because right next to that person, there’s another who has taken risks and who has made other, more constructive, choices.",Interviewee,No Tension
To protect.,Interviewer,-
"I think that we must give credit to human beings all the while knowing that they are capable of anything, the best and the worst. As I was saying, I spoke of Thaddeus, I saw him at his most positive moments, and I also know him at his worst moments. But in all situations he was the same person. So, I always trust humans, knowing that you have to be careful too.",Interviewee,Tension
"Being a survivor and living in Canada where you are not facing on a daily basis the possibility of encountering the perpetrators and all the contradictions that follow from that, and all the suffering, and the deaths of people scattered a bit everywhere—do you consider this as a privilege or do you feel the desire, as some people, to say: “This is my country, I must go back!” How do you relate to this?",Interviewer,-
"Whether you're in Canada or in Rwanda, and when you're a genocide survivor, there’s not a single free moment when the thought of the genocide does not gnaw at you, day after day, at any time, wherever you are. There hasn’t been a single day, it's impossible—since ‘94, there hasn’t been a single day that we haven’t thought about the genocide. Impossible, impossible! Yes, well, listen, the ideal for me would be to grow old on the green hills of my dear country—that’s the ideal, yes. But one question persists: How can we be sure that there won’t be other genocides? [smiling] The reasons that caused the genocide are still there.",Interviewee,Tension
No.,Interviewer,-
Because we haven’t reached the very root of the evil and to eradicate it will take generations and generations of education so that we can do something—but we must do something.,Interviewee,No Tension
